setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
2.21,3.33,-5.95,nan,-40.35,2.49
2.21,3.31,-6.21,nan,-34.97,2.51
2.21,3.30,-6.35,nan,-43.04,2.54
2.21,3.28,-6.57,nan,-43.04,2.49
2.21,3.26,-6.69,nan,-32.28,2.48
2.21,3.24,-6.83,nan,-45.73,2.51
2.21,3.22,-6.91,nan,-40.35,2.51
2.21,3.20,-7.03,nan,-37.66,2.46
2.21,3.18,-7.10,nan,-43.04,2.58
2.21,3.16,-7.17,nan,-48.42,2.42
2.21,3.14,-7.22,nan,-32.28,2.55
2.21,3.12,-7.29,nan,-37.66,2.45
2.21,3.10,-7.31,nan,-45.73,2.50
2.21,3.08,-7.36,nan,-37.66,2.50
2.21,3.06,-7.39,nan,-37.66,2.55
2.21,3.04,-7.43,nan,-48.42,2.45
2.21,3.03,-7.46,nan,-40.35,2.50
2.21,3.01,-7.48,nan,-34.97,2.51
3.05,2.99,-7.48,nan,-45.73,2.54
3.05,2.97,-7.51,nan,2977.83,2.48
3.05,2.97,-7.51,nan,2789.53,2.45
3.05,2.97,-7.43,nan,1848.03,2.55
3.05,2.98,-7.31,nan,1145.94,2.49
3.05,3.00,-7.00,nan,720.92,2.45
3.05,3.01,-6.71,nan,215.20,2.55
3.05,3.03,-6.16,nan,-422.33,2.46
3.05,3.04,-5.73,nan,-812.38,2.53
3.05,3.05,-5.04,nan,-963.02,2.47
3.05,3.05,-4.51,nan,-909.22,2.54
3.05,3.06,-3.72,nan,-739.75,2.50
3.05,3.06,-3.19,nan,-519.17,2.49
3.05,3.06,-2.40,nan,-295.90,2.53
3.05,3.06,-1.87,nan,-123.74,2.45
3.05,3.05,-1.15,nan,-21.52,2.50
3.05,3.05,-0.72,nan,64.56,2.50
3.05,3.05,-0.22,nan,139.88,2.55
3.05,3.05,0.02,nan,118.36,2.47
3.05,3.05,0.29,nan,67.25,2.52
3.05,3.05,0.38,nan,56.49,2.45
3.05,3.05,0.43,nan,78.01,2.50
3.05,3.05,0.41,nan,24.21,2.51
3.05,3.05,0.34,nan,-2.69,2.49
3.05,3.05,0.29,nan,5.38,2.51
3.05,3.05,0.19,nan,-21.52,2.50
3.05,3.05,0.14,nan,-18.83,2.50
3.05,3.05,0.10,nan,-10.76,2.54
3.05,3.05,0.05,nan,-8.07,2.45
3.05,3.05,0.02,nan,-2.69,2.55
3.05,3.05,0.02,nan,-2.69,2.46
3.05,3.05,0.00,nan,-2.69,2.50
3.05,3.05,0.00,nan,-2.69,2.55
3.05,3.05,0.00,nan,-2.69,2.48
3.05,3.05,0.00,nan,-2.69,2.46
3.05,3.05,0.00,nan,-2.69,2.50
3.05,3.05,0.00,nan,-2.69,2.50
3.05,3.05,0.00,nan,-2.69,2.50
3.05,3.05,0.00,nan,-2.69,2.57
3.05,3.05,0.00,nan,-2.69,2.44
3.05,3.05,0.00,nan,-2.69,2.53
3.05,3.05,0.00,nan,-2.69,2.45
3.05,3.05,0.00,nan,-2.69,2.54
3.05,3.05,0.00,nan,-2.69,2.50
2.81,3.05,0.00,nan,-2.69,2.46
2.81,3.05,0.00,nan,-1541.37,2.54
2.81,3.04,0.00,nan,-1412.25,2.50
2.81,3.03,-0.05,nan,-941.50,2.46
2.81,3.01,-0.12,nan,-616.01,2.50
2.81,3.00,-0.26,nan,-400.81,2.50
2.81,2.98,-0.41,nan,-258.24,2.49
2.81,2.96,-0.70,nan,-182.92,2.54
2.81,2.94,-0.91,nan,-139.88,2.48
2.81,2.93,-1.29,nan,-110.29,2.53
2.81,2.91,-1.56,nan,-75.32,2.44
2.81,2.89,-2.01,nan,-69.94,2.50
2.81,2.87,-2.35,nan,-64.56,2.50
2.81,2.85,-2.88,nan,110.29,2.55
2.81,2.83,-3.24,nan,712.85,2.49
2.81,2.82,-3.79,nan,1102.90,2.46
2.81,2.81,-4.12,nan,1194.36,2.52
2.81,2.80,-4.53,nan,1027.58,2.48
2.81,2.80,-4.75,nan,766.65,2.50
2.81,2.80,-4.96,nan,524.55,2.50
2.81,2.80,-5.04,nan,263.62,2.53
2.81,2.80,-5.01,nan,64.56,2.48
2.81,2.81,-4.94,nan,-26.90,2.53
2.81,2.81,-4.72,nan,-72.63,2.49
2.81,2.81,-4.53,nan,-134.50,2.50
2.81,2.81,-4.17,nan,-131.81,2.47
2.81,2.81,-3.91,nan,-129.12,2.52
2.81,2.81,-3.45,nan,-88.77,2.51
2.81,2.81,-3.14,nan,-56.49,2.50
2.81,2.81,-2.64,nan,-16.14,2.50
2.81,2.81,-2.35,nan,5.38,2.46
2.81,2.81,-1.92,nan,26.90,2.52
2.81,2.81,-1.65,nan,16.14,2.48
2.81,2.81,-1.34,nan,24.21,2.55
2.81,2.81,-1.15,nan,0.00,2.46
2.81,2.81,-0.94,nan,13.45,2.54
2.81,2.81,-0.82,nan,0.00,2.51
2.81,2.81,-0.67,nan,10.76,2.49
2.81,2.81,-0.60,nan,0.00,2.48
2.81,2.81,-0.48,nan,-5.38,2.52
2.81,2.81,-0.43,nan,-5.38,2.45
2.81,2.81,-0.36,nan,-2.69,2.55
2.81,2.81,-0.34,nan,-2.69,2.50
2.81,2.81,-0.29,nan,-2.69,2.45
3.19,2.81,-0.24,nan,-2.69,2.50
3.19,2.81,-0.19,nan,1541.37,2.50
3.19,2.82,-0.17,nan,1388.04,2.49
3.19,2.83,-0.10,nan,917.29,2.52
3.19,2.84,0.00,nan,589.11,2.51
3.19,2.86,0.14,nan,376.60,2.47
3.19,2.88,0.31,nan,242.10,2.50
3.19,2.89,0.60,nan,166.78,2.55
3.19,2.91,0.84,nan,123.74,2.45
3.19,2.93,1.22,nan,86.08,2.55
3.19,2.95,1.51,nan,59.18,2.50
3.19,2.97,1.97,nan,53.80,2.50
3.19,2.99,2.30,nan,51.11,2.50
3.19,3.01,2.83,nan,34.97,2.46
3.19,3.03,3.21,nan,29.59,2.50
3.19,3.05,3.76,nan,34.97,2.50
3.19,3.07,4.12,nan,26.90,2.50
3.19,3.08,4.63,nan,24.21,2.51
3.19,3.10,4.92,nan,29.59,2.52
3.19,3.12,5.32,nan,24.21,2.51
3.19,3.14,5.56,nan,18.83,2.49
3.19,3.16,5.90,nan,-470.75,2.50
3.19,3.18,6.09,nan,-938.81,2.48
3.19,3.19,6.31,nan,-1129.80,2.54
3.19,3.20,6.40,nan,-1124.42,2.48
3.19,3.20,6.50,nan,-925.36,2.50
3.19,3.20,6.50,nan,-610.63,2.46
3.19,3.20,6.38,nan,-373.91,2.50
3.19,3.20,6.26,nan,-215.20,2.51
3.19,3.20,6.00,nan,-32.28,2.49
3.19,3.20,5.78,nan,94.15,2.51
3.19,3.19,5.37,nan,134.50,2.50
3.19,3.19,5.08,nan,164.09,2.50
3.19,3.19,4.58,nan,134.50,2.54
3.19,3.19,4.22,nan,115.67,2.44
3.19,3.19,3.67,nan,69.94,2.56
3.19,3.19,3.29,nan,40.35,2.44
3.19,3.19,2.76,nan,5.38,2.54
3.19,3.19,2.42,nan,-43.04,2.50
3.19,3.19,1.97,nan,-34.97,2.51
3.19,3.19,1.73,nan,-37.66,2.44
3.19,3.19,1.39,nan,-10.76,2.50
3.19,3.19,1.20,nan,-5.38,2.50
3.19,3.19,0.98,nan,-2.69,2.53
4.32,3.19,0.84,nan,-5.38,2.52
4.32,3.19,0.70,nan,1560.20,2.50
4.32,3.20,0.62,nan,1385.35,2.46
4.32,3.21,0.58,nan,914.60,2.55
4.32,3.23,0.60,nan,581.04,2.45
4.32,3.24,0.67,nan,373.91,2.49
4.32,3.26,0.77,nan,242.10,2.52
4.32,3.28,0.98,nan,169.47,2.47
4.32,3.30,1.18,nan,121.05,2.52
4.32,3.32,1.49,nan,83.39,2.48
4.32,3.33,1.75,nan,61.87,2.50
4.32,3.35,2.18,nan,53.80,2.54
4.32,3.37,2.49,nan,51.11,2.48
4.32,3.39,2.97,nan,29.59,2.52
4.32,3.41,3.33,nan,34.97,2.50
4.32,3.43,3.86,nan,37.66,2.52
4.32,3.45,4.22,nan,26.90,2.50
4.32,3.47,4.70,nan,24.21,2.48
4.32,3.49,4.99,nan,32.28,2.47
4.32,3.51,5.40,nan,26.90,2.54
4.32,3.53,5.64,nan,21.52,2.51
4.32,3.55,5.95,nan,26.90,2.49
4.32,3.57,6.12,nan,26.90,2.49
4.32,3.59,6.35,nan,18.83,2.47
4.32,3.61,6.50,nan,24.21,2.51
4.32,3.62,6.67,nan,29.59,2.50
4.32,3.64,6.76,nan,21.52,2.56
4.32,3.66,6.91,nan,24.21,2.52
4.32,3.68,6.98,nan,32.28,2.41
4.32,3.70,7.07,nan,24.21,2.56
4.32,3.72,7.12,nan,18.83,2.43
4.32,3.74,7.19,nan,29.59,2.55
4.32,3.76,7.24,nan,24.21,2.45
4.32,3.78,7.29,nan,18.83,2.54
4.32,3.80,7.34,nan,29.59,2.50
4.32,3.82,7.36,nan,29.59,2.50
4.32,3.84,7.39,nan,18.83,2.46
4.32,3.86,7.43,nan,26.90,2.53
4.32,3.87,7.43,nan,29.59,2.46
4.32,3.90,7.46,nan,18.83,2.52
4.32,3.91,7.48,nan,21.52,2.50
4.32,3.93,7.51,nan,29.59,2.52
4.32,3.95,7.51,nan,24.21,2.45
4.32,3.97,7.53,nan,21.52,2.56
3.13,3.99,7.53,nan,32.28,2.45
3.13,4.01,7.55,nan,-2959.00,2.52
3.13,4.01,7.53,nan,-2811.05,2.51
3.13,4.01,7.46,nan,-1856.10,2.49
3.13,4.00,7.31,nan,-1172.84,2.49
3.13,3.98,7.03,nan,-745.13,2.48
3.13,3.97,6.71,nan,-484.20,2.50
3.13,3.95,6.19,nan,-317.42,2.51
3.13,3.93,5.73,nan,-220.58,2.51
3.13,3.91,4.99,nan,-164.09,2.49
3.13,3.89,4.41,nan,-110.29,2.54
3.13,3.87,3.50,nan,-86.08,2.49
3.13,3.86,2.83,nan,-80.70,2.50
3.13,3.84,1.80,nan,-67.25,2.50
3.13,3.82,1.06,nan,-48.42,2.45
3.13,3.80,-0.02,nan,-53.80,2.56
3.13,3.78,-0.74,nan,-56.49,2.46
3.13,3.76,-1.75,nan,-40.35,2.52
3.13,3.74,-2.35,nan,-43.04,2.45
3.13,3.72,-3.17,nan,-48.42,2.50
3.13,3.70,-3.65,nan,-40.35,2.52
3.13,3.68,-4.27,nan,-37.66,2.54
3.13,3.66,-4.63,nan,-45.73,2.48
3.13,3.64,-5.11,nan,-43.04,2.47
3.13,3.63,-5.37,nan,-34.97,2.53
3.13,3.61,-5.73,nan,-45.73,2.51
3.13,3.59,-5.95,nan,-43.04,2.49
3.13,3.57,-6.21,nan,-34.97,2.52
3.13,3.55,-6.38,nan,-40.35,2.49
3.13,3.53,-6.57,nan,-45.73,2.49
3.13,3.51,-6.69,nan,-34.97,2.50
3.13,3.49,-6.83,nan,-37.66,2.48
3.13,3.47,-6.93,nan,-45.73,2.47
3.13,3.45,-7.03,nan,-37.66,2.51
3.13,3.43,-7.10,nan,-40.35,2.50
3.13,3.41,-7.17,nan,-45.73,2.49
3.13,3.39,-7.22,nan,-37.66,2.51
3.13,3.38,-7.27,nan,-34.97,2.53
3.13,3.35,-7.31,nan,-45.73,2.45
3.13,3.33,-7.36,nan,-43.04,2.50
3.13,3.32,-7.39,nan,-34.97,2.50
3.13,3.30,-7.41,nan,-40.35,2.55
3.13,3.28,-7.43,nan,-45.73,2.45
3.13,3.26,-7.46,nan,-34.97,2.54
2.85,3.24,-7.46,nan,-40.35,2.46
2.85,3.22,-7.48,nan,-48.42,2.50
2.85,3.20,-7.51,nan,-37.66,2.50
2.85,3.18,-7.51,nan,-37.66,2.55
2.85,3.16,-7.53,nan,-45.73,2.48
2.85,3.14,-7.53,nan,-37.66,2.48
2.85,3.12,-7.55,nan,-34.97,2.51
2.85,3.10,-7.55,nan,-45.73,2.52
2.85,3.08,-7.55,nan,-40.35,2.48
2.85,3.07,-7.58,nan,-34.97,2.50
2.85,3.05,-7.58,nan,-43.04,2.48
2.85,3.03,-7.58,nan,-45.73,2.50
2.85,3.01,-7.58,nan,-37.66,2.50
2.85,2.99,-7.58,nan,-37.66,2.49
2.85,2.97,-7.60,nan,-45.73,2.49
2.85,2.95,-7.60,nan,-32.28,2.51
2.85,2.93,-7.60,nan,-43.04,3.23
2.85,2.91,-7.60,nan,-48.42,1.78
2.85,2.89,-7.60,nan,207.13,2.49
2.85,2.87,-7.60,nan,772.03,2.51
2.85,2.86,-7.60,nan,1156.70,2.54
2.85,2.85,-7.55,nan,1164.77,2.50
2.85,2.85,-7.51,nan,1024.89,2.44
2.85,2.85,-7.36,nan,758.58,2.55
2.85,2.85,-7.24,nan,481.51,2.46
2.85,2.85,-6.95,nan,263.62,2.49
2.85,2.85,-6.71,nan,40.35,2.50
2.85,2.85,-6.33,nan,-29.59,2.53
2.85,2.85,-6.02,nan,-134.50,2.48
2.85,2.85,-5.52,nan,-172.16,2.50
2.85,2.86,-5.13,nan,-142.57,2.54
2.85,2.86,-4.56,nan,-115.67,2.50
2.85,2.86,-4.17,nan,-69.94,2.50
2.85,2.86,-3.57,nan,-40.35,2.50
2.85,2.85,-3.19,nan,8.07,2.45
2.85,2.85,-2.64,nan,32.28,2.54
2.85,2.85,-2.30,nan,18.83,2.48
2.85,2.85,-1.87,nan,5.38,2.53
2.85,2.85,-1.63,nan,0.00,2.51
2.85,2.85,-1.32,nan,0.00,2.45
2.85,2.85,-1.15,nan,0.00,2.50
2.85,2.85,-0.94,nan,0.00,2.50
2.85,2.85,-0.82,nan,0.00,2.59
2.85,2.85,-0.70,nan,0.00,2.44
2.92,2.85,-0.60,nan,0.00,2.45
2.92,2.86,-0.50,nan,1501.02,2.52
2.92,2.86,-0.46,nan,1379.97,2.48
2.92,2.87,-0.34,nan,844.66,2.54
2.92,2.89,-0.22,nan,75.32,2.50
2.92,2.90,-0.02,nan,-459.99,2.49
2.92,2.91,0.12,nan,-739.75,2.46
2.92,2.92,0.38,nan,-841.97,2.54
2.92,2.93,0.55,nan,-820.45,2.45
2.92,2.93,0.79,nan,-599.87,2.50
2.92,2.93,0.96,nan,-384.67,2.50
2.92,2.93,1.15,nan,-207.13,2.54
2.92,2.92,1.27,nan,-75.32,2.48
2.92,2.92,1.41,nan,32.28,2.53
2.92,2.92,1.49,nan,94.15,2.45
2.92,2.92,1.53,nan,94.15,2.55
2.92,2.92,1.56,nan,67.25,2.47
2.92,2.92,1.51,nan,80.70,2.52
2.92,2.92,1.44,nan,59.18,2.47
2.92,2.92,1.27,nan,34.97,2.58
2.92,2.92,1.15,nan,-16.14,2.45
2.92,2.92,0.96,nan,-18.83,2.45
2.92,2.92,0.84,nan,-10.76,2.50
2.92,2.92,0.65,nan,-5.38,2.51
2.92,2.92,0.55,nan,-2.69,2.52
2.92,2.92,0.43,nan,-2.69,2.52
2.92,2.92,0.36,nan,-2.69,2.45
2.92,2.92,0.29,nan,-2.69,2.55
2.92,2.92,0.26,nan,-2.69,2.51
2.92,2.92,0.22,nan,-2.69,2.49
2.92,2.92,0.19,nan,-2.69,2.47
2.92,2.92,0.17,nan,-2.69,2.51
2.92,2.92,0.14,nan,-2.69,2.48
2.92,2.92,0.12,nan,-2.69,2.54
2.92,2.92,0.10,nan,-2.69,2.46
2.92,2.92,0.07,nan,-2.69,2.50
2.92,2.92,0.07,nan,-2.69,2.51
2.92,2.92,0.05,nan,-2.69,2.54
2.92,2.92,0.05,nan,-2.69,2.50
2.92,2.92,0.05,nan,-2.69,2.50
2.92,2.92,0.02,nan,-2.69,2.51
2.92,2.92,0.02,nan,-2.69,2.48
2.92,2.92,0.02,nan,-2.69,2.50
2.92,2.92,0.02,nan,-2.69,2.52
2.71,2.92,0.02,nan,-2.69,2.46
2.71,2.92,0.00,nan,-1530.61,2.54
2.71,2.91,0.00,nan,-1423.01,2.45
2.71,2.90,-0.02,nan,-946.88,2.50
2.71,2.88,-0.10,nan,-613.32,2.50
2.71,2.87,-0.26,nan,-403.50,2.50
2.71,2.85,-0.41,nan,-266.31,2.50
2.71,2.83,-0.67,nan,-180.23,2.51
2.71,2.81,-0.89,nan,-134.50,2.49
2.71,2.79,-1.27,nan,-107.60,2.50
2.71,2.77,-1.56,nan,-86.08,2.50
2.71,2.76,-2.01,nan,10.76,2.55
2.71,2.74,-2.35,nan,572.97,2.46
2.71,2.72,-2.85,nan,995.30,2.52
2.71,2.71,-3.21,nan,1175.53,2.51
2.71,2.71,-3.69,nan,1086.76,2.50
2.71,2.70,-3.98,nan,836.59,2.50
2.71,2.70,-4.29,nan,605.25,2.46
2.71,2.70,-4.44,nan,330.87,2.49
2.71,2.71,-4.53,nan,102.22,2.51
2.71,2.71,-4.51,nan,-24.21,2.54
2.71,2.71,-4.39,nan,-86.08,2.50
2.71,2.71,-4.24,nan,-177.54,2.45
2.71,2.71,-3.96,nan,-134.50,2.50
2.71,2.71,-3.72,nan,-137.19,2.53
2.71,2.71,-3.33,nan,-80.70,2.52
2.71,2.71,-3.02,nan,-43.04,2.50
2.71,2.71,-2.57,nan,13.45,2.50
2.71,2.71,-2.28,nan,26.90,2.45
2.71,2.71,-1.87,nan,13.45,2.51
2.71,2.71,-1.63,nan,5.38,2.50
2.71,2.71,-1.32,nan,0.00,2.50
2.71,2.71,-1.13,nan,0.00,2.50
2.71,2.71,-0.91,nan,0.00,2.50
2.71,2.71,-0.79,nan,0.00,2.50
2.71,2.71,-0.65,nan,0.00,2.55
2.71,2.71,-0.58,nan,0.00,2.45
2.71,2.71,-0.48,nan,0.00,2.54
2.71,2.71,-0.43,nan,0.00,2.50
2.71,2.71,-0.36,nan,0.00,2.45
2.71,2.71,-0.31,nan,0.00,2.52
2.71,2.71,-0.26,nan,0.00,2.52
2.71,2.71,-0.24,nan,0.00,2.45
2.71,2.71,-0.19,nan,0.00,2.56
2.01,2.71,-0.17,nan,0.00,2.44
2.01,2.71,-0.14,nan,-1538.68,2.50
2.01,2.70,-0.14,nan,-1409.56,2.51
2.01,2.69,-0.17,nan,-938.81,2.58
2.01,2.68,-0.22,nan,-607.94,2.41
2.01,2.66,-0.36,nan,-408.88,2.50
2.01,2.64,-0.50,nan,-263.62,2.51
2.01,2.62,-0.77,nan,-180.23,2.54
2.01,2.60,-0.98,nan,-137.19,2.46
2.01,2.59,-1.34,nan,-115.67,2.53
2.01,2.57,-1.63,nan,-80.70,2.47
2.01,2.55,-2.09,nan,-64.56,2.54
2.01,2.53,-2.42,nan,-67.25,2.48
2.01,2.51,-2.93,nan,-61.87,2.47
2.01,2.49,-3.31,nan,-43.04,2.54
2.01,2.47,-3.86,nan,-45.73,2.46
2.01,2.45,-4.22,nan,-53.80,2.51
2.01,2.43,-4.70,nan,-40.35,2.54
2.01,2.41,-5.01,nan,-40.35,2.45
2.01,2.40,-5.42,nan,-51.11,2.55
2.01,2.38,-5.66,nan,-40.35,2.46
2.01,2.36,-6.00,nan,-37.66,2.52
2.01,2.34,-6.19,nan,-45.73,2.51
2.01,2.32,-6.43,nan,-43.04,2.50
2.01,2.30,-6.57,nan,-37.66,2.45
2.01,2.28,-6.76,nan,-43.04,2.55
2.01,2.26,-6.88,nan,-43.04,2.45
2.01,2.24,-7.00,nan,-37.66,2.50
2.01,2.22,-7.10,nan,-37.66,2.50
2.01,2.20,-7.19,nan,-48.42,2.50
2.01,2.18,-7.27,nan,-34.97,2.54
2.01,2.16,-7.34,nan,-37.66,2.51
2.01,2.14,-7.39,nan,-48.42,2.44
2.01,2.12,-7.46,nan,-40.35,2.54
2.01,2.10,-7.48,nan,-37.66,2.50
2.01,2.08,-7.53,nan,-48.42,2.51
2.01,2.06,-7.55,nan,-45.73,2.50
2.01,2.04,-7.60,nan,325.49,2.46
2.01,2.03,-7.60,nan,876.94,2.50
2.01,2.02,-7.63,nan,1154.01,2.54
2.01,2.01,-7.60,nan,1145.94,2.46
2.01,2.00,-7.53,nan,933.43,2.50
2.01,2.00,-7.43,nan,702.09,2.52
2.01,2.00,-7.22,nan,427.71,2.52
2.44,2.00,-7.03,nan,172.16,2.46
2.44,2.01,-6.67,nan,1358.45,2.54
2.44,2.02,-6.38,nan,1218.57,2.51
2.44,2.03,-5.88,nan,807.00,2.45
2.44,2.05,-5.47,nan,519.17,2.51
2.44,2.06,-4.77,nan,330.87,2.53
2.44,2.08,-4.22,nan,217.89,2.45
2.44,2.10,-3.36,nan,153.33,2.55
2.44,2.12,-2.73,nan,115.67,2.45
2.44,2.14,-1.77,nan,80.70,2.50
2.44,2.15,-1.13,nan,59.18,2.50
2.44,2.17,-0.17,nan,51.11,2.49
2.44,2.19,0.43,nan,48.42,2.50
2.44,2.21,1.32,nan,29.59,2.58
2.44,2.23,1.89,nan,34.97,2.41
2.44,2.25,2.71,nan,37.66,2.50
2.44,2.27,3.21,nan,26.90,2.55
2.44,2.29,3.91,nan,26.90,2.49
2.44,2.31,4.32,nan,34.97,2.46
2.44,2.33,4.87,nan,26.90,2.54
2.44,2.35,5.18,nan,21.52,2.46
2.44,2.37,5.59,nan,29.59,2.54
2.44,2.39,5.83,nan,26.90,2.46
2.44,2.41,6.16,nan,-158.71,2.50
2.44,2.42,6.33,nan,-753.20,2.50
2.44,2.44,6.55,nan,-1084.07,2.50
2.44,2.45,6.67,nan,-1199.74,2.51
2.44,2.45,6.76,nan,-1049.10,2.50
2.44,2.45,6.76,nan,-815.07,2.49
2.44,2.45,6.67,nan,-548.76,2.55
2.44,2.45,6.57,nan,-255.55,2.49
2.44,2.45,6.31,nan,-51.11,2.50
2.44,2.45,6.09,nan,72.63,2.49
2.44,2.45,5.68,nan,139.88,2.51
2.44,2.44,5.37,nan,153.33,2.46
2.44,2.44,4.87,nan,142.57,2.50
2.44,2.44,4.51,nan,118.36,2.50
2.44,2.44,3.96,nan,72.63,2.50
2.44,2.44,3.57,nan,18.83,2.50
2.44,2.44,3.02,nan,-26.90,2.51
2.44,2.44,2.66,nan,2.69,2.52
2.44,2.44,2.18,nan,-34.97,2.51
2.44,2.45,1.89,nan,-29.59,2.46
2.44,2.44,1.53,nan,-40.35,2.51
3.70,2.44,1.34,nan,0.00,2.49
3.70,2.45,1.08,nan,1525.23,2.54
3.70,2.45,0.96,nan,1388.04,2.48
3.70,2.47,0.84,nan,906.53,2.47
3.70,2.48,0.82,nan,578.35,2.50
3.70,2.50,0.86,nan,376.60,2.50
3.70,2.51,0.96,nan,252.86,2.49
3.70,2.53,1.15,nan,177.54,2.50
3.70,2.55,1.32,nan,118.36,2.53
3.70,2.57,1.65,nan,80.70,2.51
3.70,2.59,1.89,nan,69.94,2.45
3.70,2.61,2.30,nan,59.18,2.55
3.70,2.63,2.61,nan,37.66,2.48
3.70,2.65,3.12,nan,37.66,2.59
3.70,2.67,3.45,nan,43.04,2.39
3.70,2.68,3.98,nan,29.59,2.54
3.70,2.70,4.34,nan,29.59,2.46
3.70,2.72,4.82,nan,34.97,2.54
3.70,2.74,5.11,nan,26.90,2.46
3.70,2.76,5.49,nan,24.21,2.50
3.70,2.78,5.73,nan,32.28,2.50
3.70,2.80,6.02,nan,26.90,2.50
3.70,2.82,6.21,nan,18.83,2.51
3.70,2.84,6.43,nan,24.21,2.54
3.70,2.86,6.57,nan,34.97,2.45
3.70,2.88,6.74,nan,21.52,2.50
3.70,2.90,6.83,nan,24.21,2.50
3.70,2.92,6.95,nan,32.28,2.49
3.70,2.94,7.03,nan,24.21,2.50
3.70,2.95,7.12,nan,21.52,2.56
3.70,2.97,7.19,nan,29.59,2.44
3.70,2.99,7.27,nan,24.21,2.50
3.70,3.01,7.29,nan,18.83,2.50
3.70,3.03,7.36,nan,32.28,2.49
3.70,3.05,7.39,nan,26.90,2.54
3.70,3.07,7.41,nan,21.52,2.55
3.70,3.09,7.43,nan,26.90,2.41
3.70,3.11,7.48,nan,32.28,2.54
3.70,3.13,7.48,nan,18.83,2.47
3.70,3.15,7.51,nan,26.90,2.50
3.70,3.16,7.53,nan,32.28,2.48
3.70,3.18,7.53,nan,21.52,2.55
3.70,3.21,7.55,nan,24.21,2.45
3.70,3.22,7.55,nan,32.28,2.54
3.92,3.24,7.55,nan,26.90,2.47
3.92,3.26,7.58,nan,18.83,2.50
3.92,3.28,7.58,nan,29.59,2.50
3.92,3.30,7.58,nan,26.90,2.50
3.92,3.32,7.58,nan,18.83,2.49
3.92,3.34,7.58,nan,26.90,2.51
3.92,3.36,7.58,nan,32.28,2.49
3.92,3.38,7.58,nan,18.83,2.50
3.92,3.40,7.60,nan,26.90,2.52
3.92,3.42,7.60,nan,32.28,2.54
3.92,3.44,7.60,nan,21.52,2.44
3.92,3.46,7.60,nan,21.52,2.54
3.92,3.48,7.60,nan,32.28,2.46
3.92,3.50,7.60,nan,24.21,2.50
3.92,3.51,7.60,nan,21.52,2.54
3.92,3.53,7.60,nan,29.59,2.49
3.92,3.55,7.58,nan,26.90,2.46
3.92,3.57,7.58,nan,21.52,2.51
3.92,3.59,7.58,nan,24.21,2.50
3.92,3.61,7.58,nan,29.59,2.54
3.92,3.63,7.58,nan,18.83,2.45
3.92,3.65,7.58,nan,24.21,2.52
3.92,3.67,7.58,nan,29.59,2.49
3.92,3.69,7.58,nan,21.52,2.49
3.92,3.71,7.58,nan,24.21,2.53
3.92,3.73,7.58,nan,32.28,2.49
3.92,3.75,7.58,nan,24.21,2.48
3.92,3.76,7.58,nan,18.83,2.54
3.92,3.79,7.58,nan,29.59,2.46
3.92,3.80,7.58,nan,24.21,2.50
3.92,3.82,7.58,nan,21.52,2.49
3.92,3.84,7.58,nan,26.90,2.51
3.92,3.86,7.58,nan,32.28,2.50
3.92,3.88,7.58,nan,-94.15,2.50
3.92,3.90,7.58,nan,-650.98,2.49
3.92,3.91,7.58,nan,-1049.10,2.55
3.92,3.92,7.55,nan,-1210.50,2.44
3.92,3.93,7.48,nan,-1073.31,2.55
3.92,3.93,7.41,nan,-807.00,2.45
3.92,3.93,7.22,nan,-605.25,2.56
3.92,3.93,7.03,nan,-277.07,2.44
3.92,3.93,6.71,nan,-121.05,2.50
3.92,3.93,6.45,nan,5.38,2.50
3.92,3.92,6.02,nan,80.70,2.50
2.20,3.92,5.68,nan,112.98,2.50
2.20,3.92,5.16,nan,-1369.21,2.50
2.20,3.91,4.75,nan,-1328.86,2.51
2.20,3.90,4.12,nan,-890.39,2.50
2.20,3.89,3.67,nan,-578.35,2.51
2.20,3.87,2.93,nan,-381.98,2.53
2.20,3.85,2.40,nan,-252.86,2.45
2.20,3.83,1.63,nan,-172.16,2.55
2.20,3.82,1.10,nan,-131.81,2.45
2.20,3.80,0.34,nan,-110.29,2.54
2.20,3.78,-0.14,nan,-80.70,2.50
2.20,3.76,-0.89,nan,-64.56,2.46
2.20,3.74,-1.34,nan,-64.56,2.50
2.20,3.72,-2.06,nan,-53.80,2.53
2.20,3.70,-2.52,nan,-40.35,2.48
2.20,3.68,-3.21,nan,-48.42,2.50
2.20,3.66,-3.62,nan,-48.42,2.49
2.20,3.64,-4.22,nan,-37.66,2.51
2.20,3.62,-4.56,nan,-40.35,2.50
2.20,3.60,-5.04,nan,-51.11,2.49
2.20,3.59,-5.30,nan,-34.97,2.52
2.20,3.56,-5.66,nan,-37.66,2.48
2.20,3.55,-5.88,nan,-48.42,2.50
2.20,3.53,-6.16,nan,-40.35,2.53
2.20,3.51,-6.33,nan,-37.66,2.53
2.20,3.49,-6.52,nan,-45.73,2.44
2.20,3.47,-6.64,nan,-45.73,2.50
2.20,3.45,-6.79,nan,-37.66,2.50
2.20,3.43,-6.88,nan,-43.04,2.51
2.20,3.41,-7.00,nan,-43.04,2.55
2.20,3.39,-7.07,nan,-32.28,2.43
2.20,3.37,-7.15,nan,-40.35,2.52
2.20,3.35,-7.19,nan,-48.42,2.50
