setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
3.36,3.35,-1.22,nan,685.95,2.51
3.36,3.35,-1.41,nan,449.23,2.55
3.36,3.35,-1.51,nan,266.31,2.48
3.36,3.35,-1.65,nan,126.43,2.47
3.36,3.35,-1.73,nan,-32.28,2.55
3.36,3.35,-1.82,nan,-40.35,2.44
3.36,3.36,-1.85,nan,-99.53,2.50
3.36,3.36,-1.85,nan,-107.60,2.50
3.36,3.36,-1.80,nan,-69.94,2.52
3.36,3.36,-1.65,nan,-59.18,2.48
3.36,3.36,-1.53,nan,-56.49,2.52
3.27,3.36,-1.32,nan,-48.42,2.48
3.27,3.35,-1.18,nan,-1511.78,2.50
3.27,3.35,-0.98,nan,-1385.35,2.50
3.27,3.34,-0.86,nan,-941.50,2.50
3.27,3.32,-0.79,nan,-589.11,2.52
3.27,3.31,-0.79,nan,61.87,2.51
3.27,3.29,-0.89,nan,605.25,2.47
3.27,3.28,-0.98,nan,885.01,2.52
3.27,3.27,-1.20,nan,976.47,2.48
3.27,3.27,-1.34,nan,847.35,2.53
3.27,3.27,-1.56,nan,624.08,2.46
3.27,3.27,-1.70,nan,390.05,2.52
3.27,3.27,-1.87,nan,252.86,2.48
3.27,3.27,-1.99,nan,112.98,2.55
3.27,3.27,-2.11,nan,-32.28,2.46
3.27,3.27,-2.16,nan,-110.29,2.51
3.27,3.27,-2.18,nan,-139.88,2.53
3.27,3.28,-2.13,nan,-118.36,2.48
3.27,3.28,-2.01,nan,-104.91,2.50
3.27,3.28,-1.87,nan,-53.80,2.52
3.18,3.27,-1.65,nan,-24.21,2.47
3.18,3.27,-1.49,nan,-1468.74,2.55
3.18,3.26,-1.25,nan,-1382.66,2.45
3.18,3.25,-1.10,nan,-928.05,2.55
3.18,3.24,-1.01,nan,-610.63,2.44
3.18,3.22,-0.98,nan,-174.85,2.53
3.18,3.21,-1.03,nan,454.61,2.48
3.18,3.19,-1.13,nan,890.39,2.50
3.18,3.18,-1.32,nan,1008.75,2.50
3.18,3.18,-1.46,nan,936.12,2.49
3.18,3.17,-1.70,nan,766.65,2.54
3.18,3.18,-1.85,nan,519.17,2.49
3.18,3.18,-2.06,nan,287.83,2.49
3.18,3.18,-2.16,nan,107.60,2.48
3.18,3.18,-2.30,nan,0.00,2.50
3.18,3.18,-2.35,nan,-59.18,2.54
3.18,3.18,-2.37,nan,-161.40,2.46
3.18,3.18,-2.35,nan,-123.74,2.56
3.18,3.18,-2.21,nan,-131.81,2.48
3.18,3.18,-2.09,nan,-64.56,2.49
3.09,3.18,-1.85,nan,-51.11,2.48
3.09,3.18,-1.68,nan,-1482.19,2.50
3.09,3.17,-1.41,nan,-1385.35,2.50
3.09,3.16,-1.25,nan,-938.81,2.59
3.09,3.15,-1.10,nan,-613.32,2.42
3.09,3.13,-1.08,nan,-355.08,2.51
3.09,3.11,-1.13,nan,274.38,2.48
3.09,3.10,-1.20,nan,780.10,2.50
3.09,3.09,-1.39,nan,976.47,2.50
3.09,3.08,-1.56,nan,1008.75,2.56
3.09,3.08,-1.80,nan,831.21,2.43
3.09,3.08,-1.97,nan,616.01,2.52
3.09,3.08,-2.18,nan,365.84,2.47
3.09,3.08,-2.30,nan,174.85,2.50
3.09,3.08,-2.45,nan,24.21,2.51
3.09,3.08,-2.52,nan,-40.35,2.50
3.09,3.08,-2.57,nan,-99.53,2.50
3.09,3.09,-2.54,nan,-142.57,2.50
3.09,3.09,-2.42,nan,-104.91,2.54
3.09,3.09,-2.30,nan,-88.77,2.50
2.99,3.09,-2.06,nan,-67.25,2.45
2.99,3.08,-1.87,nan,-1482.19,2.55
2.99,3.08,-1.58,nan,-1385.35,2.45
2.99,3.06,-1.44,nan,-928.05,2.53
2.99,3.05,-1.27,nan,-605.25,2.47
2.99,3.03,-1.20,nan,-392.74,2.55
2.99,3.02,-1.22,nan,182.92,2.44
2.99,3.00,-1.29,nan,769.34,2.51
2.99,2.99,-1.46,nan,984.54,2.50
2.99,2.98,-1.61,nan,1035.65,2.49
2.99,2.98,-1.85,nan,887.70,2.51
2.99,2.98,-2.01,nan,610.63,2.54
2.99,2.98,-2.23,nan,400.81,2.48
2.99,2.98,-2.35,nan,193.68,2.49
2.99,2.98,-2.52,nan,21.52,2.47
2.99,2.99,-2.59,nan,-64.56,2.50
2.99,2.99,-2.61,nan,-94.15,2.50
2.99,2.99,-2.59,nan,-142.57,2.52
2.99,2.99,-2.49,nan,-158.71,2.47
2.99,2.99,-2.35,nan,-102.22,2.52
2.89,2.99,-2.11,nan,-61.87,2.48
2.89,2.99,-1.92,nan,-1522.54,2.50
2.89,2.98,-1.63,nan,-1371.90,2.50
2.89,2.97,-1.46,nan,-919.98,2.50
2.89,2.95,-1.29,nan,-605.25,2.52
2.89,2.93,-1.25,nan,-314.73,2.48
2.89,2.92,-1.25,nan,336.25,2.49
2.89,2.90,-1.32,nan,828.52,2.53
2.89,2.89,-1.49,nan,1008.75,2.46
2.89,2.88,-1.63,nan,997.99,2.54
2.89,2.88,-1.85,nan,804.31,2.46
2.89,2.88,-2.01,nan,564.90,2.50
2.89,2.88,-2.21,nan,338.94,2.51
2.89,2.88,-2.33,nan,166.78,2.50
2.89,2.89,-2.47,nan,18.83,2.50
2.89,2.89,-2.54,nan,-32.28,2.50
2.89,2.89,-2.57,nan,-107.60,2.50
2.89,2.89,-2.52,nan,-145.26,2.54
2.89,2.89,-2.40,nan,-123.74,2.46
2.89,2.89,-2.28,nan,-102.22,2.54
2.80,2.89,-2.04,nan,-64.56,2.45
2.80,2.89,-1.85,nan,-1474.12,2.50
2.80,2.88,-1.56,nan,-1382.66,2.54
2.80,2.87,-1.39,nan,-928.05,2.49
2.80,2.85,-1.25,nan,-607.94,2.46
2.80,2.84,-1.18,nan,-94.15,2.50
2.80,2.82,-1.20,nan,511.10,2.50
2.80,2.81,-1.27,nan,863.49,2.50
2.80,2.80,-1.44,nan,997.99,2.51
2.80,2.79,-1.56,nan,930.74,2.50
2.80,2.79,-1.77,nan,726.30,2.51
2.80,2.79,-1.92,nan,468.06,2.49
2.80,2.79,-2.09,nan,287.83,2.49
2.80,2.79,-2.21,nan,94.15,2.54
2.80,2.80,-2.33,nan,-40.35,2.45
2.80,2.80,-2.37,nan,-115.67,2.50
2.80,2.80,-2.37,nan,-129.12,2.50
2.80,2.80,-2.33,nan,-123.74,2.54
2.80,2.80,-2.21,nan,-107.60,2.46
2.80,2.80,-2.06,nan,-69.94,2.54
2.73,2.80,-1.82,nan,-21.52,2.46
2.73,2.80,-1.65,nan,-1476.81,2.50
2.73,2.79,-1.39,nan,-1396.11,2.50
2.73,2.78,-1.25,nan,-933.43,2.51
2.73,2.77,-1.10,nan,-392.74,2.50
2.73,2.75,-1.06,nan,303.97,2.48
2.73,2.74,-1.10,nan,753.20,2.50
2.73,2.73,-1.18,nan,903.84,2.50
2.73,2.72,-1.32,nan,909.22,2.50
2.73,2.72,-1.44,nan,758.58,2.54
2.73,2.72,-1.61,nan,524.55,2.46
2.73,2.72,-1.73,nan,333.56,2.53
2.73,2.72,-1.85,nan,110.29,2.47
2.73,2.72,-1.92,nan,8.07,2.50
2.73,2.73,-2.01,nan,-99.53,2.50
2.73,2.73,-2.04,nan,-115.67,2.50
2.73,2.73,-2.01,nan,-112.98,2.57
2.73,2.73,-1.97,nan,-126.43,2.47
2.73,2.73,-1.82,nan,-69.94,2.46
2.73,2.73,-1.70,nan,-37.66,2.53
2.67,2.73,-1.46,nan,13.45,2.49
2.67,2.73,-1.29,nan,-1466.05,2.52
2.67,2.72,-1.08,nan,-1331.55,2.47
2.67,2.71,-0.96,nan,-508.41,2.54
2.67,2.70,-0.86,nan,153.33,2.45
2.67,2.68,-0.84,nan,589.11,2.54
2.67,2.68,-0.89,nan,731.68,2.46
2.67,2.67,-0.96,nan,745.13,2.50
2.67,2.67,-1.08,nan,583.73,2.50
2.67,2.67,-1.15,nan,430.40,2.52
2.67,2.67,-1.27,nan,274.38,2.50
2.67,2.67,-1.34,nan,150.64,2.52
2.67,2.67,-1.41,nan,2.69,2.46
2.67,2.67,-1.46,nan,-72.63,2.50
2.67,2.67,-1.51,nan,-112.98,2.50
2.67,2.67,-1.51,nan,-91.46,2.50
2.67,2.67,-1.49,nan,-56.49,2.50
2.67,2.67,-1.41,nan,-34.97,2.53
2.67,2.67,-1.29,nan,-37.66,2.46
2.67,2.68,-1.18,nan,-26.90,2.50
2.64,2.67,-1.01,nan,-5.38,2.51
2.64,2.67,-0.86,nan,-1159.39,2.46
2.64,2.67,-0.72,nan,-667.12,2.54
2.64,2.66,-0.62,nan,-147.95,2.48
2.64,2.65,-0.55,nan,204.44,2.54
2.64,2.65,-0.55,nan,363.15,2.48
2.64,2.64,-0.55,nan,443.85,2.48
2.64,2.64,-0.60,nan,414.26,2.54
2.64,2.64,-0.65,nan,301.28,2.46
2.64,2.64,-0.70,nan,182.92,2.50
2.64,2.64,-0.74,nan,107.60,2.50
2.64,2.64,-0.77,nan,67.25,2.53
2.64,2.64,-0.82,nan,21.52,2.46
2.64,2.64,-0.82,nan,-21.52,2.50
2.64,2.64,-0.84,nan,-91.46,2.52
2.64,2.64,-0.84,nan,-64.56,2.49
2.64,2.64,-0.82,nan,-78.01,2.50
2.64,2.65,-0.77,nan,-59.18,2.50
2.64,2.64,-0.70,nan,-18.83,2.50
2.64,2.64,-0.62,nan,0.00,2.50
2.65,2.64,-0.53,nan,5.38,2.50
2.65,2.64,-0.46,nan,123.74,2.54
2.65,2.64,-0.36,nan,96.84,2.47
2.65,2.65,-0.31,nan,10.76,2.50
2.65,2.65,-0.22,nan,-34.97,2.49
2.65,2.65,-0.19,nan,-69.94,2.50
2.65,2.65,-0.12,nan,-43.04,2.51
2.65,2.65,-0.10,nan,-26.90,2.50
2.65,2.65,-0.05,nan,-32.28,2.50
2.65,2.65,-0.05,nan,-24.21,2.55
2.65,2.65,-0.02,nan,-8.07,2.44
2.65,2.65,0.00,nan,0.00,2.51
2.65,2.65,0.00,nan,0.00,2.49
2.65,2.65,0.00,nan,0.00,2.53
2.65,2.65,0.02,nan,0.00,2.50
2.65,2.65,0.02,nan,0.00,2.46
2.65,2.65,0.02,nan,0.00,2.50
2.65,2.65,0.02,nan,0.00,2.53
2.65,2.65,0.02,nan,0.00,2.47
2.65,2.65,0.02,nan,0.00,2.50
2.68,2.65,0.02,nan,0.00,2.51
2.68,2.65,0.00,nan,1326.17,2.51
2.68,2.66,0.02,nan,785.48,2.49
2.68,2.66,0.05,nan,182.92,2.52
2.68,2.67,0.10,nan,-196.37,2.49
2.68,2.68,0.17,nan,-416.95,2.53
2.68,2.68,0.29,nan,-500.34,2.45
2.68,2.68,0.38,nan,-462.68,2.53
2.68,2.69,0.50,nan,-357.77,2.47
2.68,2.69,0.58,nan,-282.45,2.53
2.68,2.69,0.70,nan,-182.92,2.47
2.68,2.69,0.74,nan,-61.87,2.50
2.68,2.68,0.82,nan,29.59,2.50
2.68,2.68,0.86,nan,18.83,2.50
2.68,2.68,0.89,nan,64.56,2.51
2.68,2.68,0.91,nan,45.73,2.52
2.68,2.68,0.89,nan,24.21,2.48
2.68,2.68,0.86,nan,18.83,2.51
2.68,2.68,0.77,nan,5.38,2.49
2.68,2.68,0.70,nan,10.76,2.53
2.75,2.68,0.58,nan,10.76,2.46
2.75,2.68,0.50,nan,1455.29,2.52
2.75,2.69,0.41,nan,1374.59,2.53
2.75,2.70,0.38,nan,909.22,2.48
2.75,2.72,0.41,nan,285.14,2.48
2.75,2.73,0.48,nan,-347.01,2.49
2.75,2.74,0.62,nan,-755.89,2.50
2.75,2.75,0.77,nan,-879.63,2.56
2.75,2.76,0.98,nan,-866.18,2.45
2.75,2.76,1.13,nan,-704.78,2.50
2.75,2.76,1.34,nan,-459.99,2.54
2.75,2.76,1.46,nan,-295.90,2.47
2.75,2.76,1.63,nan,-94.15,2.54
2.75,2.76,1.70,nan,32.28,2.44
2.75,2.76,1.80,nan,86.08,2.49
2.75,2.75,1.85,nan,96.84,2.63
2.75,2.75,1.85,nan,99.53,2.42
2.75,2.75,1.80,nan,72.63,2.46
2.75,2.75,1.68,nan,94.15,2.49
2.75,2.75,1.56,nan,45.73,2.53
2.86,2.75,1.34,nan,-2.69,2.51
2.86,2.76,1.20,nan,1468.74,2.49
2.86,2.76,0.98,nan,1358.45,2.51
2.86,2.77,0.89,nan,898.46,2.48
2.86,2.79,0.79,nan,583.73,2.48
2.86,2.81,0.82,nan,381.98,2.53
2.86,2.82,0.91,nan,-131.81,2.47
2.86,2.84,1.03,nan,-704.78,2.50
2.86,2.85,1.27,nan,-1008.75,2.50
2.86,2.86,1.44,nan,-995.30,2.53
2.86,2.86,1.73,nan,-922.67,2.47
2.86,2.87,1.92,nan,-691.33,2.50
2.86,2.87,2.18,nan,-441.16,2.50
2.86,2.86,2.33,nan,-236.72,2.57
2.86,2.86,2.49,nan,-40.35,2.42
2.86,2.86,2.57,nan,64.56,2.50
2.86,2.86,2.64,nan,110.29,2.50
2.86,2.86,2.61,nan,147.95,2.57
2.86,2.85,2.52,nan,137.19,2.43
2.86,2.85,2.40,nan,88.77,2.50
2.99,2.85,2.16,nan,72.63,2.50
2.99,2.86,1.97,nan,1503.71,2.50
2.99,2.87,1.68,nan,1353.07,2.50
2.99,2.88,1.51,nan,895.77,2.50
2.99,2.89,1.32,nan,581.04,2.50
2.99,2.91,1.27,nan,381.98,2.51
2.99,2.93,1.27,nan,258.24,2.50
2.99,2.95,1.34,nan,67.25,2.56
2.99,2.96,1.53,nan,-508.41,2.43
2.99,2.98,1.70,nan,-906.53,2.78
2.99,2.99,1.99,nan,-1089.45,2.69
2.99,2.99,2.23,nan,-1067.93,2.04
2.99,3.00,2.54,nan,-844.66,2.50
2.99,3.00,2.73,nan,-602.56,2.50
2.99,3.00,3.00,nan,-328.18,2.50
2.99,2.99,3.14,nan,-104.91,2.56
2.99,2.99,3.26,nan,13.45,2.43
2.99,2.99,3.29,nan,107.60,2.51
2.99,2.99,3.21,nan,99.53,2.50
2.99,2.99,3.14,nan,153.33,2.55
3.13,2.99,2.90,nan,142.57,2.44
3.13,2.99,2.71,nan,1568.27,2.53
3.13,3.00,2.40,nan,1385.35,2.47
3.13,3.01,2.21,nan,928.05,2.50
3.13,3.02,1.94,nan,607.94,2.50
3.13,3.04,1.82,nan,392.74,2.51
3.13,3.06,1.73,nan,252.86,2.49
3.13,3.07,1.73,nan,177.54,2.50
3.13,3.09,1.82,nan,34.97,2.50
3.13,3.11,1.94,nan,-513.79,2.51
3.13,3.12,2.21,nan,-965.71,2.50
3.13,3.13,2.42,nan,-1116.35,2.46
3.13,3.14,2.76,nan,-1073.31,2.55
3.13,3.14,2.97,nan,-844.66,2.49
3.13,3.14,3.29,nan,-597.18,2.49
3.13,3.14,3.45,nan,-333.56,2.56
3.13,3.14,3.62,nan,-145.26,2.43
3.13,3.14,3.67,nan,13.45,2.56
3.13,3.14,3.65,nan,104.91,2.44
3.13,3.13,3.57,nan,161.40,2.53
3.29,3.13,3.38,nan,115.67,2.47
3.29,3.13,3.21,nan,1544.06,2.53
3.29,3.14,2.90,nan,1420.32,2.47
3.29,3.15,2.69,nan,960.33,2.50
3.29,3.17,2.40,nan,626.77,2.50
3.29,3.18,2.25,nan,406.19,2.51
3.29,3.20,2.09,nan,260.93,2.51
3.29,3.22,2.04,nan,180.23,2.48
3.29,3.24,2.09,nan,134.50,2.49
3.29,3.26,2.16,nan,-368.53,2.56
3.29,3.27,2.37,nan,-858.11,2.44
3.29,3.28,2.57,nan,-1078.69,2.53
3.29,3.29,2.88,nan,-1097.52,2.47
3.29,3.30,3.09,nan,-944.19,2.53
3.29,3.30,3.41,nan,-702.09,2.46
3.29,3.30,3.57,nan,-443.85,2.57
3.29,3.29,3.74,nan,-190.99,2.46
3.29,3.29,3.81,nan,-13.45,2.50
3.29,3.29,3.79,nan,91.46,2.49
3.29,3.29,3.72,nan,123.74,2.59
3.43,3.29,3.55,nan,145.26,2.38
3.43,3.29,3.38,nan,1560.20,2.53
3.43,3.29,3.07,nan,1439.15,2.47
3.43,3.31,2.85,nan,946.88,2.53
3.43,3.32,2.57,nan,613.32,2.47
3.43,3.34,2.40,nan,403.50,2.52
3.43,3.35,2.21,nan,274.38,2.48
3.43,3.37,2.16,nan,193.68,2.50
3.43,3.39,2.18,nan,-212.51,2.50
3.43,3.41,2.25,nan,-753.20,2.50
3.43,3.42,2.42,nan,-1073.31,2.51
3.43,3.43,2.59,nan,-1076.00,2.52
3.43,3.43,2.85,nan,-968.40,2.49
3.43,3.44,3.05,nan,-715.54,2.58
3.43,3.44,3.29,nan,-465.37,2.39
3.43,3.43,3.41,nan,-242.10,2.50
3.43,3.43,3.55,nan,-88.77,2.50
3.43,3.43,3.57,nan,53.80,2.50
3.43,3.43,3.53,nan,118.36,2.50
3.43,3.43,3.43,nan,164.09,2.54
3.54,3.43,3.21,nan,123.74,2.46
3.54,3.43,3.02,nan,1576.34,2.50
3.54,3.43,2.71,nan,1441.84,2.50
3.54,3.45,2.49,nan,963.02,2.50
3.54,3.46,2.21,nan,626.77,2.52
3.54,3.48,2.06,nan,411.57,2.49
3.54,3.49,1.92,nan,271.69,2.54
3.54,3.51,1.89,nan,-252.86,2.45
3.54,3.53,1.97,nan,-755.89,2.51
3.54,3.54,2.04,nan,-1032.96,2.49
3.54,3.55,2.23,nan,-1059.86,2.56
3.54,3.55,2.37,nan,-944.19,2.50
3.54,3.55,2.61,nan,-704.78,2.45
3.54,3.55,2.76,nan,-433.09,2.60
3.54,3.55,2.93,nan,-204.44,2.40
3.54,3.55,3.02,nan,-59.18,2.51
3.54,3.55,3.09,nan,75.32,2.49
3.54,3.55,3.09,nan,118.36,2.50
3.54,3.54,3.00,nan,145.26,2.50
3.54,3.54,2.88,nan,107.60,2.53
3.62,3.54,2.64,nan,115.67,2.47
3.62,3.54,2.45,nan,1503.71,2.52
3.62,3.55,2.13,nan,1385.35,2.47
3.62,3.56,1.94,nan,928.05,2.50
3.62,3.58,1.70,nan,408.88,2.52
3.62,3.59,1.61,nan,-234.03,2.53
3.62,3.61,1.53,nan,-685.95,2.44
3.62,3.62,1.53,nan,-866.18,2.67
3.62,3.62,1.58,nan,-919.98,2.34
3.62,3.63,1.65,nan,-728.99,2.51
3.62,3.63,1.77,nan,-535.31,2.49
3.62,3.63,1.87,nan,-349.70,2.50
3.62,3.62,1.97,nan,-150.64,2.50
3.62,3.62,2.04,nan,-21.52,2.49
3.62,3.62,2.11,nan,40.35,2.54
3.62,3.62,2.13,nan,88.77,2.46
3.62,3.62,2.11,nan,107.60,2.51
3.62,3.62,2.04,nan,115.67,2.51
3.62,3.62,1.89,nan,94.15,2.47
3.62,3.62,1.75,nan,72.63,2.50
3.64,3.62,1.53,nan,8.07,2.50
3.64,3.62,1.37,nan,917.29,2.55
3.64,3.62,1.13,nan,462.68,2.45
3.64,3.63,0.98,nan,59.18,2.50
3.64,3.63,0.84,nan,-172.16,2.50
3.64,3.64,0.77,nan,-295.90,2.50
3.64,3.64,0.72,nan,-328.18,2.51
3.64,3.64,0.70,nan,-303.97,2.53
3.64,3.64,0.70,nan,-212.51,2.45
3.64,3.64,0.70,nan,-188.30,2.50
3.64,3.64,0.72,nan,-88.77,2.50
3.64,3.64,0.72,nan,-40.35,2.53
3.64,3.64,0.72,nan,-2.69,2.47
3.64,3.64,0.74,nan,64.56,2.56
3.64,3.64,0.74,nan,56.49,2.44
3.64,3.64,0.72,nan,24.21,2.50
3.64,3.64,0.70,nan,24.21,2.55
3.64,3.64,0.65,nan,2.69,2.46
3.64,3.64,0.58,nan,0.00,2.55
3.64,3.64,0.53,nan,0.00,2.46
3.60,3.64,0.43,nan,0.00,2.48
3.60,3.64,0.38,nan,-1253.54,2.50
3.60,3.63,0.29,nan,-906.53,2.51
3.60,3.62,0.22,nan,-215.20,2.55
3.60,3.62,0.07,nan,212.51,2.44
3.60,3.61,0.00,nan,465.37,2.55
3.60,3.60,-0.10,nan,548.76,2.45
3.60,3.60,-0.26,nan,519.17,2.52
3.60,3.60,-0.43,nan,403.50,2.48
3.60,3.60,-0.53,nan,274.38,2.50
3.60,3.60,-0.67,nan,164.09,2.52
3.60,3.60,-0.74,nan,48.42,2.49
3.60,3.60,-0.82,nan,-5.38,2.48
3.60,3.60,-0.86,nan,-21.52,2.50
3.60,3.60,-0.94,nan,-94.15,2.50
3.60,3.60,-0.94,nan,-64.56,2.53
3.60,3.60,-0.94,nan,-37.66,2.47
3.60,3.60,-0.89,nan,-61.87,2.52
3.60,3.60,-0.84,nan,-29.59,2.47
3.60,3.60,-0.74,nan,0.00,2.50
3.51,3.60,-0.62,nan,0.00,2.50
3.51,3.60,-0.53,nan,-1514.47,2.50
3.51,3.59,-0.43,nan,-1388.04,2.51
3.51,3.58,-0.41,nan,-930.74,2.50
3.51,3.57,-0.43,nan,-613.32,2.51
3.51,3.55,-0.48,nan,-352.39,2.52
3.51,3.53,-0.65,nan,266.31,2.49
3.51,3.52,-0.79,nan,788.17,2.49
3.51,3.51,-1.06,nan,1008.75,2.49
3.51,3.50,-1.27,nan,1000.68,2.54
3.51,3.50,-1.56,nan,831.21,2.46
3.51,3.50,-1.75,nan,613.32,2.52
3.51,3.50,-1.99,nan,390.05,2.46
3.51,3.50,-2.13,nan,153.33,2.50
3.51,3.50,-2.30,nan,13.45,2.50
3.51,3.50,-2.37,nan,-51.11,2.51
3.51,3.51,-2.42,nan,-104.91,2.50
3.51,3.51,-2.42,nan,-142.57,2.56
3.51,3.51,-2.33,nan,-131.81,2.45
3.51,3.51,-2.21,nan,-115.67,2.51
3.36,3.51,-2.06,nan,-80.70,2.48
3.36,3.51,-1.80,nan,-1587.10,2.54
3.36,3.50,-1.61,nan,-1385.35,2.46
3.36,3.48,-1.37,nan,-860.80,2.50
3.36,3.47,-1.22,nan,-562.21,2.49
3.36,3.45,-1.18,nan,-411.57,2.50
3.36,3.44,-1.20,nan,-269.00,2.50
3.36,3.41,-1.29,nan,-185.61,2.51
3.36,3.40,-1.51,nan,174.85,2.50
3.36,3.38,-1.70,nan,637.53,2.50
3.36,3.37,-1.92,nan,1030.27,2.50
3.36,3.36,-2.28,nan,1102.90,2.54
3.36,3.35,-2.64,nan,963.02,2.46
3.36,3.35,-2.88,nan,745.13,2.50
3.36,3.35,-3.09,nan,505.72,2.50
3.36,3.35,-3.36,nan,247.48,2.50
3.36,3.35,-3.45,nan,137.19,2.50
3.36,3.36,-3.55,nan,-21.52,2.53
3.36,3.36,-3.53,nan,-72.63,2.47
3.36,3.36,-3.43,nan,-139.88,2.49
3.18,3.36,-3.21,nan,-145.26,2.51
3.18,3.36,-3.05,nan,-1342.31,2.50
3.18,3.35,-2.71,nan,-1457.98,2.50
3.18,3.34,-2.49,nan,-973.78,2.50
3.18,3.33,-2.21,nan,-640.22,2.51
3.18,3.31,-2.06,nan,-425.02,2.57
3.18,3.30,-1.97,nan,-309.35,2.42
3.18,3.27,-1.89,nan,-196.37,2.53
3.18,3.26,-1.97,nan,-137.19,2.48
3.18,3.24,-2.06,nan,-110.29,2.53
3.18,3.22,-2.21,nan,-37.66,2.45
3.18,3.20,-2.49,nan,618.70,2.53
3.18,3.19,-2.73,nan,963.02,2.47
3.18,3.18,-3.14,nan,1170.15,2.53
3.18,3.17,-3.41,nan,1113.66,2.47
3.18,3.17,-3.79,nan,855.42,2.50
3.18,3.17,-4.08,nan,551.45,2.52
3.18,3.17,-4.22,nan,320.11,2.50
3.18,3.17,-4.29,nan,86.08,2.48
3.18,3.17,-4.29,nan,-29.59,2.50
2.99,3.17,-4.20,nan,-112.98,2.50
2.99,3.18,-4.05,nan,-1665.11,2.53
2.99,3.17,-3.88,nan,-1614.00,2.47
2.99,3.16,-3.60,nan,-1027.58,2.53
2.99,3.14,-3.31,nan,-677.88,2.51
2.99,3.13,-3.14,nan,-492.27,2.46
2.99,3.11,-2.97,nan,-320.11,2.50
2.99,3.10,-2.81,nan,-217.89,2.50
2.99,3.07,-2.73,nan,-156.02,2.50
2.99,3.06,-2.76,nan,-123.74,2.49
2.99,3.04,-2.85,nan,-78.01,2.51
2.99,3.02,-2.97,nan,390.05,2.50
2.99,3.00,-3.26,nan,903.84,2.49
2.99,2.99,-3.48,nan,1132.49,2.50
2.99,2.98,-3.72,nan,1159.39,2.49
2.99,2.98,-4.05,nan,949.57,2.60
2.99,2.98,-4.27,nan,723.61,2.40
2.99,2.98,-4.48,nan,419.64,2.52
2.99,2.98,-4.56,nan,215.20,2.48
2.99,2.98,-4.58,nan,24.21,2.53
2.81,2.98,-4.51,nan,-69.94,2.46
2.81,2.98,-4.34,nan,-1694.70,2.50
2.81,2.98,-4.08,nan,-1441.84,2.50
2.81,2.96,-3.91,nan,-952.26,2.50
2.81,2.95,-3.62,nan,-624.08,2.53
2.81,2.93,-3.45,nan,-408.88,2.47
2.81,2.92,-3.29,nan,-295.90,2.50
2.81,2.90,-3.09,nan,-204.44,2.54
2.81,2.88,-3.02,nan,-158.71,2.46
2.81,2.86,-3.02,nan,-48.42,2.54
2.81,2.85,-3.05,nan,376.60,2.45
2.81,2.83,-3.21,nan,965.71,2.54
2.81,2.82,-3.36,nan,1170.15,2.46
2.81,2.81,-3.62,nan,1065.24,2.54
2.81,2.81,-3.91,nan,871.56,2.47
2.81,2.80,-4.08,nan,667.12,2.50
2.81,2.81,-4.20,nan,379.29,2.50
2.81,2.81,-4.32,nan,145.26,2.53
2.81,2.81,-4.34,nan,29.59,2.47
2.81,2.81,-4.24,nan,-83.39,2.54
2.69,2.81,-4.15,nan,-131.81,2.46
2.69,2.81,-3.88,nan,-1743.12,2.55
2.69,2.81,-3.69,nan,-1517.16,2.44
2.69,2.79,-3.38,nan,-938.81,2.53
2.69,2.78,-3.17,nan,-669.81,2.46
2.69,2.76,-2.88,nan,-443.85,2.50
2.69,2.75,-2.73,nan,-298.59,2.50
2.69,2.73,-2.59,nan,53.80,2.51
2.69,2.71,-2.54,nan,739.75,2.50
2.69,2.70,-2.59,nan,1062.55,2.51
2.69,2.69,-2.71,nan,1081.38,2.50
2.69,2.68,-2.81,nan,949.57,2.49
2.69,2.68,-2.93,nan,728.99,2.51
2.69,2.68,-3.09,nan,408.88,2.54
2.69,2.68,-3.19,nan,263.62,2.45
2.69,2.69,-3.31,nan,67.25,2.50
2.69,2.69,-3.36,nan,-18.83,2.50
2.69,2.69,-3.33,nan,-99.53,2.54
2.69,2.69,-3.26,nan,-156.02,2.46
2.69,2.69,-3.09,nan,-121.05,2.50
2.64,2.69,-2.93,nan,-104.91,2.50
2.64,2.69,-2.61,nan,-1546.75,2.51
2.64,2.68,-2.40,nan,-1339.62,2.50
2.64,2.67,-2.09,nan,-381.98,2.51
2.64,2.66,-1.82,nan,201.75,2.52
2.64,2.65,-1.68,nan,559.52,2.53
2.64,2.64,-1.61,nan,715.54,2.44
2.64,2.64,-1.53,nan,712.85,2.53
2.64,2.64,-1.51,nan,624.08,2.46
2.64,2.63,-1.51,nan,427.71,2.54
2.64,2.64,-1.53,nan,274.38,2.47
2.64,2.64,-1.56,nan,121.05,2.53
2.64,2.64,-1.58,nan,13.45,2.47
2.64,2.64,-1.58,nan,-67.25,2.50
2.64,2.64,-1.61,nan,-99.53,2.51
2.64,2.64,-1.58,nan,-91.46,2.54
2.64,2.64,-1.56,nan,-80.70,2.45
2.64,2.64,-1.46,nan,-59.18,2.54
2.64,2.64,-1.37,nan,-43.04,2.45
2.64,2.64,-1.20,nan,-10.76,2.53
2.68,2.64,-1.06,nan,-10.76,2.47
2.68,2.64,-0.86,nan,1315.41,2.51
2.68,2.65,-0.74,nan,793.55,2.51
2.68,2.66,-0.55,nan,131.81,2.50
