setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
2.57, 3.17, 5.40, nan, -325.49, 2.48
2.57, 3.16, 4.87, nan, -217.89, 2.49
2.57, 3.14, 4.44, nan, -145.26, 2.49
2.57, 3.12, 3.72, nan, -112.98, 2.50
2.57, 3.10, 3.14, nan, -96.84, 2.50
2.57, 3.08, 2.23, nan, -78.01, 2.50
2.57, 3.07, 1.58, nan, -61.87, 2.50
2.57, 3.05, 0.58, nan, -56.49, 2.50
2.57, 3.03, -0.10, nan, -64.56, 2.50
2.57, 3.01, -1.10, nan, -48.42, 2.53
2.57, 2.99, -1.75, nan, -45.73, 2.47
2.57, 2.97, -2.61, nan, -56.49, 2.51
2.57, 2.95, -3.12, nan, -53.80, 2.51
3.39, 2.93, -3.81, nan, -45.73, 2.48
3.39, 2.92, -4.22, nan, 2897.13, 2.50
3.39, 2.92, -4.70, nan, 2746.49, 2.54
3.39, 2.92, -4.94, nan, 1807.68, 2.46
3.39, 2.93, -5.16, nan, 1148.63, 2.52
3.39, 2.94, -5.16, nan, 731.68, 2.48
3.39, 2.96, -5.04, nan, 473.44, 2.51
3.39, 2.97, -4.84, nan, 314.73, 2.49
3.39, 2.99, -4.41, nan, 212.51, 2.50
3.39, 3.01, -4.03, nan, 147.95, 2.50
3.39, 3.03, -3.36, nan, 118.36, 2.50
3.39, 3.05, -2.85, nan, 99.53, 2.51
3.39, 3.07, -1.99, nan, 75.32, 2.52
3.39, 3.09, -1.37, nan, 61.87, 2.49
3.39, 3.10, -0.38, nan, 64.56, 2.48
3.39, 3.12, 0.26, nan, 59.18, 2.50
3.39, 3.14, 1.25, nan, 45.73, 2.50
3.39, 3.16, 1.87, nan, 45.73, 2.50
3.39, 3.18, 2.71, nan, 53.80, 2.52
3.39, 3.20, 3.21, nan, 45.73, 2.47
3.47, 3.22, 3.88, nan, 37.66, 2.56
3.47, 3.24, 4.27, nan, 48.42, 2.44
3.47, 3.26, 4.80, nan, 48.42, 2.50
3.47, 3.27, 5.08, nan, 37.66, 2.50
3.47, 3.29, 5.47, nan, 45.73, 2.51
3.47, 3.31, 5.68, nan, 48.42, 2.52
3.47, 3.33, 5.97, nan, 43.04, 2.48
3.47, 3.35, 6.14, nan, 40.35, 2.48
3.47, 3.37, 6.38, nan, 48.42, 2.50
3.47, 3.39, 6.50, nan, 48.42, 2.50
3.47, 3.41, 6.67, nan, 37.66, 2.50
3.47, 3.43, 6.74, nan, -80.70, 2.50
3.47, 3.45, 6.86, nan, -567.59, 2.50
3.47, 3.46, 6.93, nan, -1019.51, 2.50
3.47, 3.47, 6.98, nan, -1159.39, 2.51
3.47, 3.48, 7.00, nan, -1019.51, 2.49
3.47, 3.48, 6.93, nan, -772.03, 2.51
3.47, 3.48, 6.86, nan, -508.41, 2.51
3.47, 3.48, 6.64, nan, -314.73, 2.49
3.47, 3.47, 6.45, nan, -112.98, 2.50
3.08, 3.47, 6.12, nan, 26.90, 2.49
3.08, 3.47, 5.83, nan, -1334.24, 2.50
3.08, 3.46, 5.37, nan, -1226.64, 2.50
3.08, 3.45, 5.01, nan, -812.38, 2.50
3.08, 3.43, 4.36, nan, -527.24, 2.50
3.08, 3.41, 3.88, nan, -352.39, 2.50
3.08, 3.40, 3.12, nan, -244.79, 2.50
3.08, 3.38, 2.54, nan, -172.16, 2.50
3.08, 3.36, 1.68, nan, -118.36, 2.50
3.08, 3.34, 1.10, nan, -91.46, 2.50
3.08, 3.32, 0.26, nan, -86.08, 2.51
3.08, 3.31, -0.26, nan, -72.63, 2.48
3.08, 3.28, -1.08, nan, -56.49, 2.53
3.08, 3.27, -1.61, nan, -56.49, 2.47
3.08, 3.25, -2.35, nan, -61.87, 2.54
3.08, 3.23, -2.83, nan, -51.11, 2.46
3.08, 3.21, -3.50, nan, -45.73, 2.50
3.08, 3.19, -3.91, nan, -51.11, 2.50
3.08, 3.17, -4.46, nan, -51.11, 2.53
3.08, 3.15, -4.77, nan, -45.73, 2.47
3.32, 3.13, -5.20, nan, -45.73, 2.51
3.32, 3.12, -5.44, nan, 2918.65, 2.49
3.32, 3.12, -5.76, nan, 2741.11, 2.50
3.32, 3.12, -5.88, nan, 1818.44, 2.50
3.32, 3.13, -5.92, nan, 1140.56, 2.51
3.32, 3.14, -5.85, nan, 718.23, 2.50
3.32, 3.16, -5.61, nan, 468.06, 2.52
3.32, 3.18, -5.35, nan, 312.04, 2.47
3.32, 3.20, -4.82, nan, 220.58, 2.50
3.32, 3.21, -4.41, nan, 150.64, 2.49
3.32, 3.23, -3.67, nan, 107.60, 2.56
3.32, 3.25, -3.12, nan, 91.46, 2.44
3.32, 3.27, -2.23, nan, 83.39, 2.50
3.32, 3.29, -1.58, nan, -161.40, 2.50
3.32, 3.30, -0.58, nan, -731.68, 2.50
3.32, 3.32, 0.10, nan, -1073.31, 2.52
3.32, 3.33, 1.06, nan, -1127.11, 2.49
3.32, 3.33, 1.65, nan, -997.99, 2.50
3.32, 3.33, 2.37, nan, -707.47, 2.50
3.32, 3.33, 2.76, nan, -449.23, 2.50
2.64, 3.33, 3.17, nan, -201.75, 2.49
2.64, 3.33, 3.33, nan, -1371.90, 2.50
2.64, 3.32, 3.43, nan, -1223.95, 2.50
2.64, 3.31, 3.41, nan, -817.76, 2.50
2.64, 3.29, 3.21, nan, -532.62, 2.50
2.64, 3.27, 3.00, nan, -347.01, 2.50
2.64, 3.25, 2.54, nan, -228.65, 2.50
2.64, 3.24, 2.13, nan, -164.09, 2.50
2.64, 3.22, 1.46, nan, -131.81, 2.50
2.64, 3.20, 0.98, nan, -99.53, 2.50
2.64, 3.18, 0.19, nan, -78.01, 2.51
2.64, 3.16, -0.31, nan, -67.25, 2.50
2.64, 3.14, -1.08, nan, -69.94, 2.49
2.64, 3.13, -1.61, nan, -53.80, 2.50
2.64, 3.11, -2.35, nan, -51.11, 2.50
2.64, 3.09, -2.83, nan, -56.49, 2.50
2.64, 3.07, -3.50, nan, -51.11, 2.50
2.64, 3.05, -3.91, nan, -43.04, 2.48
2.64, 3.03, -4.46, nan, -45.73, 2.61
2.64, 3.01, -4.77, nan, -56.49, 2.41
3.06, 2.99, -5.20, nan, -43.04, 2.50
3.06, 2.98, -5.44, nan, 2940.17, 2.49
3.06, 2.98, -5.76, nan, 2730.35, 2.55
3.06, 2.98, -5.88, nan, 1772.71, 2.44
3.06, 2.99, -5.92, nan, 1129.80, 2.51
3.06, 3.01, -5.85, nan, 723.61, 2.50
3.06, 3.02, -5.61, nan, 134.50, 2.51
3.06, 3.04, -5.35, nan, -408.88, 2.48
3.06, 3.05, -4.84, nan, -831.21, 2.52
3.06, 3.06, -4.44, nan, -911.91, 2.47
3.06, 3.06, -3.79, nan, -825.83, 2.53
3.06, 3.06, -3.33, nan, -656.36, 2.47
3.06, 3.06, -2.61, nan, -443.85, 2.51
3.06, 3.06, -2.13, nan, -271.69, 2.50
3.06, 3.06, -1.44, nan, -78.01, 2.50
3.06, 3.06, -1.01, nan, 26.90, 2.50
3.06, 3.06, -0.43, nan, 75.32, 2.50
3.06, 3.06, -0.12, nan, 142.57, 2.50
3.06, 3.06, 0.19, nan, 118.36, 2.52
3.06, 3.05, 0.34, nan, 94.15, 2.50
2.61, 3.05, 0.46, nan, 78.01, 2.48
2.61, 3.05, 0.48, nan, -1479.50, 2.49
2.61, 3.05, 0.41, nan, -1396.11, 2.50
2.61, 3.03, 0.34, nan, -922.67, 2.50
2.61, 3.02, 0.14, nan, -597.18, 2.50
2.61, 3.00, 0.00, nan, -390.05, 2.50
2.61, 2.99, -0.29, nan, -271.69, 2.50
2.61, 2.97, -0.50, nan, -185.61, 2.50
2.61, 2.95, -0.89, nan, -131.81, 2.50
2.61, 2.93, -1.15, nan, -99.53, 2.50
2.61, 2.91, -1.61, nan, -88.77, 2.51
2.61, 2.89, -1.89, nan, -80.70, 2.49
2.61, 2.87, -2.40, nan, -61.87, 2.51
2.61, 2.85, -2.73, nan, -56.49, 2.50
2.61, 2.84, -3.29, nan, -64.56, 2.54
2.61, 2.82, -3.65, nan, -51.11, 2.44
2.61, 2.80, -4.17, nan, -48.42, 2.50
2.61, 2.78, -4.51, nan, -51.11, 2.50
2.61, 2.76, -4.96, nan, -48.42, 2.50
2.61, 2.74, -5.23, nan, -45.73, 2.50
2.94, 2.72, -5.59, nan, -45.73, 2.51
2.94, 2.71, -5.80, nan, 2899.82, 2.50
2.94, 2.70, -6.04, nan, 2746.49, 2.50
2.94, 2.71, -6.14, nan, 1829.20, 2.50
2.94, 2.72, -6.16, nan, 1148.63, 2.53
2.94, 2.73, -6.07, nan, 720.92, 2.46
2.94, 2.75, -5.80, nan, 468.06, 2.51
2.94, 2.76, -5.52, nan, 317.42, 2.46
2.94, 2.78, -4.96, nan, 225.96, 2.52
2.94, 2.80, -4.53, nan, 153.33, 2.50
2.94, 2.82, -3.79, nan, 110.29, 2.54
2.94, 2.84, -3.21, nan, 88.77, 2.47
2.94, 2.85, -2.30, nan, 86.08, 2.50
2.94, 2.87, -1.63, nan, 64.56, 2.51
2.94, 2.89, -0.60, nan, 53.80, 2.50
2.94, 2.91, 0.07, nan, -371.22, 2.50
2.94, 2.93, 1.10, nan, -871.56, 2.50
2.94, 2.94, 1.73, nan, -1084.07, 2.54
2.94, 2.95, 2.54, nan, -1057.17, 2.49
2.94, 2.95, 3.00, nan, -893.08, 2.47
3.19, 2.95, 3.53, nan, -632.15, 2.50
3.19, 2.95, 3.79, nan, 1385.35, 2.50
3.19, 2.96, 4.03, nan, 1409.56, 2.53
3.19, 2.97, 4.12, nan, 938.81, 2.47
3.19, 2.99, 4.22, nan, 610.63, 2.51
3.19, 3.01, 4.27, nan, 403.50, 2.49
3.19, 3.02, 4.32, nan, 266.31, 2.50
3.19, 3.04, 4.32, nan, 180.23, 2.49
3.19, 3.06, 4.34, nan, 134.50, 2.50
3.19, 3.08, 4.34, nan, 112.98, 2.50
3.19, 3.09, 4.36, nan, 86.08, 2.51
3.19, 3.11, 4.39, nan, 61.87, 2.49
3.19, 3.13, 4.51, nan, 64.56, 2.54
3.19, 3.15, 4.60, nan, -102.22, 2.47
3.19, 3.17, 4.84, nan, -664.43, 2.49
3.19, 3.18, 5.01, nan, -1051.79, 2.50
3.19, 3.19, 5.28, nan, -1140.56, 2.50
3.19, 3.20, 5.42, nan, -1022.20, 2.50
3.19, 3.20, 5.59, nan, -750.51, 2.50
3.19, 3.20, 5.61, nan, -462.68, 2.50
2.67, 3.20, 5.59, nan, -285.14, 2.51
2.67, 3.19, 5.49, nan, -1388.04, 2.50
2.67, 3.18, 5.28, nan, -1218.57, 2.50
2.67, 3.17, 5.04, nan, -820.45, 2.49
2.67, 3.16, 4.60, nan, -538.00, 2.49
2.67, 3.14, 4.22, nan, -341.63, 2.51
2.67, 3.12, 3.57, nan, -228.65, 2.53
2.67, 3.10, 3.07, nan, -164.09, 2.48
2.67, 3.09, 2.25, nan, -131.81, 2.48
2.67, 3.07, 1.68, nan, -99.53, 2.50
2.67, 3.05, 0.79, nan, -72.63, 2.52
2.67, 3.03, 0.22, nan, -75.32, 2.49
2.67, 3.01, -0.65, nan, -69.94, 2.49
2.67, 2.99, -1.20, nan, -53.80, 2.50
2.67, 2.97, -2.04, nan, -53.80, 2.50
2.67, 2.96, -2.54, nan, -59.18, 2.50
2.67, 2.94, -3.26, nan, -51.11, 2.50
2.67, 2.92, -3.72, nan, -43.04, 2.52
2.67, 2.90, -4.29, nan, -53.80, 2.51
2.67, 2.88, -4.63, nan, -53.80, 2.48
3.27, 2.86, -5.08, nan, -45.73, 2.50
3.27, 2.84, -5.37, nan, 2921.34, 2.49
3.27, 2.84, -5.68, nan, 2724.97, 2.53
3.27, 2.85, -5.83, nan, 1786.16, 2.46
3.27, 2.86, -5.88, nan, 1143.25, 2.53
3.27, 2.87, -5.83, nan, 728.99, 2.47
3.27, 2.89, -5.59, nan, 473.44, 2.50
3.27, 2.91, -5.32, nan, 312.04, 2.50
3.27, 2.92, -4.82, nan, 212.51, 2.51
3.27, 2.94, -4.39, nan, 150.64, 2.50
3.27, 2.96, -3.67, nan, 118.36, 2.50
3.27, 2.97, -3.12, nan, 96.84, 2.50
3.27, 2.99, -2.21, nan, 69.94, 2.51
3.27, 3.01, -1.56, nan, 61.87, 2.51
3.27, 3.03, -0.53, nan, 64.56, 2.50
3.27, 3.05, 0.14, nan, 56.49, 2.47
3.27, 3.07, 1.15, nan, 45.73, 2.50
3.27, 3.09, 1.80, nan, 51.11, 2.50
3.27, 3.11, 2.66, nan, 53.80, 2.53
3.27, 3.13, 3.17, nan, 43.04, 2.47
3.37, 3.14, 3.84, nan, 43.04, 2.51
3.37, 3.16, 4.24, nan, 51.11, 2.49
3.37, 3.18, 4.75, nan, 43.04, 2.51
3.37, 3.20, 5.06, nan, 40.35, 2.50
3.37, 3.22, 5.44, nan, 43.04, 2.49
3.37, 3.24, 5.68, nan, 48.42, 2.50
3.37, 3.26, 5.97, nan, 40.35, 2.50
3.37, 3.28, 6.14, nan, 45.73, 2.51
3.37, 3.30, 6.35, nan, 51.11, 2.48
3.37, 3.32, 6.47, nan, 45.73, 2.50
3.37, 3.33, 6.64, nan, -322.80, 2.50
3.37, 3.35, 6.74, nan, -796.24, 2.50
3.37, 3.36, 6.83, nan, -1105.59, 2.50
3.37, 3.37, 6.88, nan, -1097.52, 2.50
3.37, 3.38, 6.88, nan, -949.57, 2.50
3.37, 3.38, 6.83, nan, -659.05, 2.51
3.37, 3.38, 6.69, nan, -408.88, 2.50
3.37, 3.38, 6.52, nan, -209.82, 2.55
3.37, 3.37, 6.24, nan, 0.00, 2.45
3.37, 3.37, 5.97, nan, 78.01, 2.51
2.90, 3.37, 5.56, nan, 118.36, 2.49
2.90, 3.37, 5.25, nan, -1374.59, 2.49
2.90, 3.36, 4.72, nan, -1275.06, 2.50
2.90, 3.35, 4.32, nan, -847.35, 2.49
2.90, 3.33, 3.67, nan, -551.45, 2.50
2.90, 3.31, 3.19, nan, -360.46, 2.50
2.90, 3.30, 2.42, nan, -244.79, 2.56
2.90, 3.28, 1.89, nan, -177.54, 2.44
2.90, 3.26, 1.10, nan, -134.50, 2.50
2.90, 3.24, 0.60, nan, -96.84, 2.50
2.90, 3.22, -0.14, nan, -80.70, 2.50
2.90, 3.21, -0.65, nan, -75.32, 2.51
2.90, 3.19, -1.37, nan, -67.25, 2.53
2.90, 3.16, -2.09, nan, -61.87, 3.31
2.90, 3.15, -2.54, nan, -56.49, 1.65
2.90, 3.13, -3.00, nan, -61.87, 2.49
2.90, 3.11, -3.62, nan, -48.42, 2.50
2.90, 3.09, -4.03, nan, -45.73, 2.50
2.90, 3.07, -4.56, nan, -53.80, 2.53
2.90, 3.06, -4.87, nan, -51.11, 2.47
2.43, 3.04, -5.28, nan, -43.04, 2.51
2.43, 3.02, -5.52, nan, -48.42, 2.50
2.43, 2.99, -5.83, nan, -43.04, 3.04
2.43, 2.97, -6.09, nan, -51.11, 3.20
2.43, 2.95, -6.33, nan, -51.11, 2.37
2.43, 2.93, -6.45, nan, -43.04, 2.20
2.43, 2.92, -6.57, nan, -51.11, 1.68
2.43, 2.90, -6.69, nan, -40.35, 2.51
2.43, 2.88, -6.81, nan, -51.11, 3.13
2.43, 2.86, -6.91, nan, -51.11, 1.86
2.43, 2.85, -7.00, nan, -40.35, 2.50
2.43, 2.83, -7.05, nan, -43.04, 2.50
2.43, 2.81, -7.15, nan, -53.80, 2.49
2.43, 2.79, -7.17, nan, -43.04, 2.50
2.43, 2.77, -7.24, nan, -43.04, 2.51
2.43, 2.75, -7.27, nan, -51.11, 2.49
2.43, 2.73, -7.31, nan, -51.11, 2.50
2.43, 2.71, -7.34, nan, -40.35, 2.49
2.43, 2.69, -7.36, nan, -43.04, 2.53
2.43, 2.67, -7.39, nan, -53.80, 2.48
2.81, 2.66, -7.41, nan, -43.04, 2.49
2.81, 2.64, -7.43, nan, 2918.65, 2.49
2.81, 2.64, -7.41, nan, 2735.73, 2.50
2.81, 2.64, -7.36, nan, 1783.47, 2.50
2.81, 2.65, -7.17, nan, 1143.25, 2.50
2.81, 2.67, -6.98, nan, 728.99, 2.50
2.81, 2.68, -6.55, nan, 476.13, 2.50
2.81, 2.70, -6.19, nan, 312.04, 2.50
2.81, 2.72, -5.52, nan, 207.13, 2.51
2.81, 2.73, -5.04, nan, 150.64, 2.49
2.81, 2.75, -4.20, nan, 121.05, 2.50
2.81, 2.77, -3.57, nan, 0.00, 2.51
2.81, 2.79, -2.59, nan, -591.80, 2.50
2.81, 2.80, -1.89, nan, -995.30, 2.53
2.81, 2.81, -0.84, nan, -1067.93, 2.45
2.81, 2.82, -0.17, nan, -1019.51, 2.50
2.81, 2.82, 0.74, nan, -801.62, 2.50
2.81, 2.82, 1.27, nan, -521.86, 2.54
2.81, 2.82, 1.92, nan, -320.11, 2.49
2.81, 2.82, 2.23, nan, -88.77, 2.51
3.31, 2.82, 2.57, nan, 10.76, 2.45
3.31, 2.81, 2.69, nan, 1627.45, 2.50
3.31, 2.82, 2.76, nan, 1509.09, 2.50
3.31, 2.83, 2.76, nan, 984.54, 2.50
3.31, 2.85, 2.71, nan, 626.77, 2.52
3.31, 2.86, 2.66, nan, 411.57, 2.48
3.31, 2.88, 2.59, nan, 279.76, 2.49
3.31, 2.90, 2.57, nan, 201.75, 2.49
3.31, 2.92, 2.59, nan, 147.95, 2.53
3.31, 2.94, 2.64, nan, 102.22, 2.47
3.31, 2.96, 2.78, nan, 86.08, 2.53
3.31, 2.97, 2.93, nan, 75.32, 2.47
3.31, 2.99, 3.21, nan, 67.25, 2.50
3.31, 3.01, 3.43, nan, 51.11, 2.50
3.31, 3.03, 3.84, nan, 51.11, 2.50
3.31, 3.05, 4.29, nan, 51.11, 2.95
3.31, 3.07, 4.58, nan, 45.73, 2.08
3.31, 3.09, 4.87, nan, 43.04, 2.47
3.31, 3.10, 5.25, nan, 51.11, 2.50
3.31, 3.12, 5.49, nan, 45.73, 2.49
2.62, 3.14, 5.80, nan, 37.66, 2.49
2.62, 3.16, 5.97, nan, -2907.89, 2.50
2.62, 3.16, 6.19, nan, -2851.40, 2.54
2.62, 3.16, 6.26, nan, -1813.06, 2.46
2.62, 3.14, 6.24, nan, -1154.01, 2.52
2.62, 3.13, 6.14, nan, -739.75, 2.48
2.62, 3.12, 5.85, nan, -481.51, 2.50
2.62, 3.10, 5.56, nan, -322.80, 2.50
2.62, 3.08, 5.01, nan, -215.20, 2.50
2.62, 3.07, 4.56, nan, -150.64, 2.54
2.62, 3.05, 3.81, nan, -115.67, 2.46
2.62, 3.03, 3.24, nan, -99.53, 2.50
2.62, 3.01, 2.33, nan, -78.01, 2.52
2.62, 2.99, 1.65, nan, -61.87, 2.48
2.62, 2.97, 0.62, nan, -61.87, 2.50
2.62, 2.95, -0.05, nan, -59.18, 2.50
2.62, 2.93, -1.08, nan, -45.73, 2.50
2.62, 2.91, -1.73, nan, -48.42, 2.50
2.62, 2.89, -2.59, nan, -53.80, 2.50
2.62, 2.87, -3.12, nan, -45.73, 2.50
3.50, 2.86, -3.81, nan, -43.04, 2.50
3.50, 2.84, -4.22, nan, 2905.20, 2.51
3.50, 2.84, -4.72, nan, 2711.52, 2.50
3.50, 2.84, -4.96, nan, 1807.68, 2.49
3.50, 2.85, -5.18, nan, 1143.25, 2.50
3.50, 2.87, -5.20, nan, 731.68, 2.51
3.50, 2.88, -5.06, nan, 473.44, 2.49
3.50, 2.90, -4.87, nan, 320.11, 2.50
3.50, 2.92, -4.44, nan, 220.58, 2.50
3.50, 2.94, -4.05, nan, 147.95, 2.50
3.50, 2.95, -3.38, nan, 104.91, 2.50
3.50, 2.97, -2.85, nan, 96.84, 2.50
3.50, 2.99, -1.99, nan, 78.01, 2.50
3.50, 3.01, -1.37, nan, 59.18, 2.50
3.50, 3.03, -0.38, nan, 53.80, 2.51
3.50, 3.05, 0.29, nan, 61.87, 2.49
3.50, 3.07, 1.27, nan, 48.42, 2.50
3.50, 3.09, 1.89, nan, 40.35, 2.51
3.50, 3.10, 2.73, nan, 51.11, 2.50
3.50, 3.12, 3.24, nan, 48.42, 2.50
3.54, 3.14, 3.91, nan, 34.97, 2.48
3.54, 3.16, 4.29, nan, 43.04, 2.54
3.54, 3.18, 4.80, nan, 45.73, 2.51
3.54, 3.20, 5.11, nan, 40.35, 2.45
3.54, 3.22, 5.49, nan, 40.35, 2.53
3.54, 3.24, 5.71, nan, 48.42, 2.46
3.54, 3.26, 6.00, nan, 45.73, 2.50
3.54, 3.27, 6.16, nan, 34.97, 2.50
3.54, 3.29, 6.38, nan, 43.04, 2.50
3.54, 3.31, 6.50, nan, 48.42, 2.50
3.54, 3.33, 6.64, nan, 37.66, 2.51
3.54, 3.35, 6.74, nan, 40.35, 2.47
3.54, 3.37, 6.86, nan, 48.42, 2.53
3.54, 3.39, 6.93, nan, 43.04, 2.49
3.54, 3.41, 7.03, nan, 37.66, 2.50
3.54, 3.43, 7.07, nan, 43.04, 2.50
3.54, 3.45, 7.15, nan, 51.11, 2.51
3.54, 3.47, 7.17, nan, 40.35, 2.49
3.54, 3.49, 7.22, nan, 45.73, 2.50
3.54, 3.51, 7.27, nan, -172.16, 2.50
3.15, 3.52, 7.29, nan, -685.95, 2.51
3.15, 3.53, 7.31, nan, -2776.08, 2.49
3.15, 3.53, 7.29, nan, -2474.80, 2.50
3.15, 3.53, 7.22, nan, -1630.14, 2.50
3.15, 3.52, 7.00, nan, -1043.72, 2.50
3.15, 3.50, 6.76, nan, -672.50, 2.50
3.15, 3.49, 6.31, nan, -441.16, 2.51
3.15, 3.47, 5.95, nan, -293.21, 2.49
3.15, 3.45, 5.28, nan, -199.06, 2.50
3.15, 3.43, 4.75, nan, -137.19, 2.50
3.15, 3.41, 3.91, nan, -110.29, 2.50
3.15, 3.39, 3.29, nan, -96.84, 2.50
3.15, 3.38, 2.28, nan, -69.94, 2.50
3.15, 3.36, 1.58, nan, -61.87, 2.50
3.15, 3.34, 0.53, nan, -64.56, 2.50
3.15, 3.32, -0.17, nan, -56.49, 2.52
3.15, 3.30, -1.20, nan, -51.11, 2.53
3.15, 3.28, -1.82, nan, -48.42, 2.47
3.15, 3.26, -2.69, nan, -53.80, 2.49
3.15, 3.24, -3.19, nan, -43.04, 2.51
3.50, 3.22, -3.88, nan, -45.73, 2.48
3.50, 3.21, -4.27, nan, 2878.30, 2.49
3.50, 3.21, -4.75, nan, 2784.15, 2.51
3.50, 3.21, -4.99, nan, 1829.20, 2.49
3.50, 3.22, -5.18, nan, 1148.63, 2.54
3.50, 3.23, -5.20, nan, 731.68, 2.46
3.50, 3.25, -5.06, nan, 476.13, 2.51
3.50, 3.26, -4.87, nan, 320.11, 2.52
3.50, 3.28, -4.44, nan, 223.27, 2.47
3.50, 3.30, -4.08, nan, 150.64, 2.51
3.50, 3.32, -3.41, nan, 112.98, 2.50
3.50, 3.34, -2.88, nan, 96.84, 2.58
3.50, 3.36, -2.01, nan, 80.70, 2.46
3.50, 3.38, -1.41, nan, 61.87, 2.48
3.50, 3.39, -0.41, nan, 59.18, 2.49
3.50, 3.41, 0.24, nan, 56.49, 2.48
3.50, 3.43, 1.22, nan, 51.11, 2.49
3.50, 3.45, 1.85, nan, -64.56, 2.50
3.50, 3.47, 2.69, nan, -575.66, 2.50
3.50, 3.49, 3.19, nan, -995.30, 2.50
2.68, 3.50, 3.84, nan, -1102.90, 2.50
2.68, 3.50, 4.17, nan, -2254.22, 2.50
2.68, 3.50, 4.58, nan, -1939.49, 2.51
2.68, 3.49, 4.72, nan, -1275.06, 2.50
2.68, 3.47, 4.80, nan, -817.76, 2.52
2.68, 3.46, 4.72, nan, -532.62, 2.48
2.68, 3.44, 4.46, nan, -352.39, 2.51
2.68, 3.43, 4.20, nan, -247.48, 2.49
2.68, 3.41, 3.67, nan, -166.78, 2.50
2.68, 3.39, 3.24, nan, -118.36, 2.50
2.68, 3.37, 2.47, nan, -94.15, 2.50
2.68, 3.35, 1.92, nan, -86.08, 2.50
2.68, 3.33, 1.01, nan, -69.94, 2.50
2.68, 3.31, 0.38, nan, -56.49, 2.50
2.68, 3.29, -0.55, nan, -61.87, 2.50
2.68, 3.28, -1.18, nan, -59.18, 2.51
2.68, 3.26, -2.09, nan, -43.04, 2.56
2.68, 3.24, -2.64, nan, -45.73, 2.44
2.68, 3.22, -3.36, nan, -56.49, 2.54
2.68, 3.20, -3.81, nan, -45.73, 2.49
2.66, 3.18, -4.39, nan, -43.04, 2.46
2.66, 3.16, -4.72, nan, -51.11, 2.50
2.66, 3.14, -5.18, nan, -48.42, 2.50
2.66, 3.12, -5.42, nan, -43.04, 2.50
2.66, 3.10, -5.76, nan, -45.73, 2.50
2.66, 3.09, -5.95, nan, -51.11, 2.54
2.66, 3.07, -6.21, nan, -43.04, 2.46
2.66, 3.05, -6.35, nan, -45.73, 2.50
2.66, 3.03, -6.52, nan, -48.42, 2.50
2.66, 3.01, -6.64, nan, -51.11, 2.50
2.66, 2.99, -6.79, nan, -40.35, 2.48
2.66, 2.97, -6.86, nan, -48.42, 2.54
2.66, 2.95, -6.98, nan, -53.80, 2.52
2.66, 2.94, -7.03, nan, -43.04, 2.48
2.66, 2.92, -7.10, nan, -43.04, 2.51
2.66, 2.89, -7.15, nan, -48.42, 2.51
2.66, 2.88, -7.22, nan, -48.42, 2.45
2.66, 2.86, -7.24, nan, -43.04, 2.55
2.66, 2.84, -7.29, nan, -48.42, 2.49
2.66, 2.82, -7.31, nan, -48.42, 2.51
3.18, 2.80, -7.36, nan, -40.35, 2.49
3.18, 2.78, -7.36, nan, 2910.58, 2.46
3.18, 2.78, -7.36, nan, 2808.36, 2.50
3.18, 2.79, -7.31, nan, 1788.85, 2.56
3.18, 2.80, -7.12, nan, 1137.87, 2.45
3.18, 2.81, -6.93, nan, 728.99, 2.54
3.18, 2.83, -6.50, nan, 473.44, 2.46
3.18, 2.84, -6.14, nan, 314.73, 2.53
3.18, 2.86, -5.49, nan, 207.13, 2.50
3.18, 2.88, -5.01, nan, 147.95, 2.46
3.18, 2.90, -4.17, nan, 115.67, 2.54
3.18, 2.92, -3.55, nan, 91.46, 2.46
3.18, 2.94, -2.57, nan, 72.63, 2.50
3.18, 2.96, -1.89, nan, 64.56, 2.50
3.18, 2.97, -0.79, nan, 64.56, 2.50
3.18, 2.99, -0.07, nan, 53.80, 2.54
3.18, 3.01, 0.96, nan, 48.42, 2.45
3.18, 3.03, 1.61, nan, 48.42, 2.53
3.18, 3.05, 2.49, nan, 53.80, 2.48
3.18, 3.07, 3.02, nan, 37.66, 2.50
3.22, 3.09, 3.74, nan, 43.04, 2.52
3.22, 3.11, 4.15, nan, 51.11, 2.48
3.22, 3.12, 4.70, nan, 43.04, 2.50
3.22, 3.14, 5.01, nan, 40.35, 2.50
3.22, 3.16, 5.42, nan, 43.04, 2.50
3.22, 3.18, 5.64, nan, -61.87, 2.50
3.22, 3.20, 5.95, nan, -632.15, 2.51
3.22, 3.21, 6.12, nan, -1019.51, 2.50
3.22, 3.22, 6.31, nan, -1100.21, 2.49
3.22, 3.23, 6.40, nan, -965.71, 2.50
3.22, 3.23, 6.43, nan, -785.48, 2.50
3.22, 3.23, 6.40, nan, -529.93, 2.50
3.22, 3.23, 6.28, nan, -341.63, 2.51
3.22, 3.23, 6.12, nan, -107.60, 2.48
3.22, 3.23, 5.83, nan, 48.42, 2.50
3.22, 3.23, 5.59, nan, 64.56, 2.50
3.22, 3.22, 5.18, nan, 107.60, 2.50
3.22, 3.22, 4.87, nan, 129.12, 2.54
3.22, 3.22, 4.36, nan, 80.70, 2.46
3.22, 3.22, 4.00, nan, 61.87, 2.50
