setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
3.79, 3.52, 1.22, nan, 180.23, 2.50
3.79, 3.54, 1.39, nan, 134.50, 2.51
3.79, 3.55, 1.70, nan, 96.84, 2.50
3.79, 3.57, 1.94, nan, 75.32, 2.51
3.79, 3.59, 2.33, nan, 75.32, 2.49
3.79, 3.61, 2.64, nan, 64.56, 2.52
3.79, 3.63, 3.09, nan, 51.11, 2.51
3.79, 3.65, 3.43, nan, 56.49, 2.47
3.79, 3.67, 3.96, nan, 56.49, 2.50
3.79, 3.69, 4.29, nan, 48.42, 2.50
3.79, 3.71, 4.75, nan, 45.73, 2.50
3.79, 3.72, 5.04, nan, 51.11, 2.50
3.79, 3.74, 5.40, nan, -45.73, 2.50
2.98, 3.76, 5.64, nan, -632.15, 2.51
2.98, 3.77, 5.92, nan, -2913.27, 2.50
2.98, 3.77, 6.04, nan, -2501.70, 2.50
2.98, 3.77, 6.14, nan, -1614.00, 2.52
2.98, 3.75, 6.12, nan, -995.30, 2.47
2.98, 3.74, 5.92, nan, -629.46, 2.53
2.98, 3.72, 5.71, nan, -406.19, 2.47
2.98, 3.71, 5.25, nan, -279.76, 2.50
2.98, 3.69, 4.87, nan, -193.68, 2.53
2.98, 3.67, 4.17, nan, -126.43, 2.53
2.98, 3.65, 3.65, nan, -96.84, 2.43
2.98, 3.63, 2.78, nan, -83.39, 2.50
2.98, 3.61, 2.16, nan, -69.94, 2.50
2.98, 3.60, 1.15, nan, -53.80, 2.52
2.98, 3.58, 0.46, nan, -53.80, 2.49
2.98, 3.56, -0.55, nan, -56.49, 2.59
2.98, 3.54, -1.22, nan, -43.04, 2.43
2.98, 3.52, -2.16, nan, -40.35, 2.50
2.98, 3.50, -2.71, nan, -48.42, 2.46
2.98, 3.48, -3.45, nan, -51.11, 2.53
2.80, 3.46, -3.88, nan, -37.66, 2.48
2.80, 3.44, -4.46, nan, -43.04, 2.50
2.80, 3.43, -4.80, nan, -51.11, 2.50
2.80, 3.40, -5.25, nan, -40.35, 2.49
2.80, 3.39, -5.49, nan, -40.35, 2.50
2.80, 3.37, -5.83, nan, -48.42, 2.50
2.80, 3.35, -6.00, nan, -45.73, 2.51
2.80, 3.33, -6.24, nan, -37.66, 2.53
2.80, 3.31, -6.38, nan, -45.73, 2.49
2.80, 3.29, -6.55, nan, -48.42, 2.56
2.80, 3.27, -6.67, nan, -37.66, 2.41
2.80, 3.25, -6.79, nan, -40.35, 2.50
2.80, 3.23, -6.86, nan, -48.42, 2.50
2.80, 3.22, -6.95, nan, -43.04, 2.61
2.80, 3.20, -7.00, nan, -37.66, 2.46
2.80, 3.18, -7.07, nan, -45.73, 2.44
2.80, 3.16, -7.12, nan, -48.42, 2.50
2.80, 3.14, -7.17, nan, -37.66, 2.57
2.80, 3.12, -7.19, nan, -40.35, 2.44
2.80, 3.10, -7.24, nan, -51.11, 2.50
3.24, 3.08, -7.27, nan, -45.73, 2.55
3.24, 3.07, -7.29, nan, 3010.11, 2.45
3.24, 3.07, -7.29, nan, 2746.49, 2.50
3.24, 3.07, -7.19, nan, 1753.88, 2.50
3.24, 3.08, -7.07, nan, 1086.76, 2.49
3.24, 3.10, -6.76, nan, 683.26, 2.55
3.24, 3.11, -6.47, nan, 427.71, 2.44
3.24, 3.13, -5.95, nan, 279.76, 2.52
3.24, 3.15, -5.52, nan, 196.37, 2.52
3.24, 3.16, -4.77, nan, 147.95, 2.49
3.24, 3.18, -4.22, nan, 107.60, 2.51
3.24, 3.20, -3.31, nan, 0.00, 2.48
3.24, 3.22, -2.66, nan, -538.00, 2.48
3.24, 3.23, -1.63, nan, -949.57, 2.52
3.24, 3.24, -0.94, nan, -1067.93, 2.49
3.24, 3.25, 0.07, nan, -1003.37, 2.51
3.24, 3.25, 0.67, nan, -793.55, 2.49
3.24, 3.25, 1.46, nan, -556.83, 2.50
3.24, 3.25, 1.89, nan, -336.25, 2.52
3.24, 3.25, 2.35, nan, -102.22, 2.50
3.24, 3.25, 2.57, nan, 34.97, 2.48
3.24, 3.24, 2.73, nan, -80.70, 2.52
3.24, 3.24, 2.78, nan, 13.45, 2.52
3.24, 3.24, 2.71, nan, 78.01, 2.49
3.24, 3.24, 2.61, nan, 150.64, 2.50
3.24, 3.24, 2.37, nan, 123.74, 2.50
3.24, 3.24, 2.18, nan, 91.46, 2.46
3.24, 3.24, 1.85, nan, 88.77, 2.50
3.24, 3.24, 1.63, nan, 32.28, 2.50
3.24, 3.24, 1.32, nan, 13.45, 2.51
3.24, 3.24, 1.10, nan, -10.76, 2.50
3.24, 3.24, 0.86, nan, -8.07, 2.53
3.24, 3.24, 0.72, nan, -10.76, 2.46
3.24, 3.24, 0.55, nan, -5.38, 2.51
3.24, 3.24, 0.46, nan, 0.00, 2.48
3.24, 3.24, 0.34, nan, 0.00, 2.50
3.24, 3.24, 0.29, nan, 0.00, 2.50
3.24, 3.24, 0.24, nan, 0.00, 2.50
3.24, 3.24, 0.19, nan, 0.00, 2.50
3.24, 3.24, 0.17, nan, 0.00, 2.50
2.47, 3.24, 0.14, nan, 0.00, 2.52
2.47, 3.24, 0.12, nan, -1554.82, 2.49
2.47, 3.23, 0.10, nan, -1398.80, 2.51
2.47, 3.22, 0.02, nan, -917.29, 2.49
2.47, 3.20, -0.02, nan, -589.11, 2.49
2.47, 3.19, -0.19, nan, -384.67, 2.51
2.47, 3.17, -0.34, nan, -252.86, 2.49
2.47, 3.15, -0.62, nan, -169.47, 2.50
2.47, 3.13, -0.84, nan, -129.12, 2.52
2.47, 3.12, -1.22, nan, -104.91, 2.55
2.47, 3.10, -1.51, nan, -80.70, 2.44
2.47, 3.08, -1.97, nan, -59.18, 2.50
2.47, 3.06, -2.30, nan, -59.18, 2.50
2.47, 3.04, -2.81, nan, -61.87, 2.50
2.47, 3.02, -3.17, nan, -45.73, 2.51
2.47, 3.00, -3.72, nan, -48.42, 2.50
2.47, 2.99, -4.08, nan, -53.80, 2.49
2.47, 2.97, -4.56, nan, -51.11, 2.52
2.47, 2.95, -4.87, nan, -40.35, 2.54
2.47, 2.93, -5.28, nan, -48.42, 2.43
3.09, 2.91, -5.52, nan, -48.42, 2.51
3.09, 2.89, -5.83, nan, 2985.90, 2.51
3.09, 2.89, -5.97, nan, 2811.05, 2.48
3.09, 2.90, -6.12, nan, 1799.61, 2.52
3.09, 2.91, -6.12, nan, 1097.52, 2.50
3.09, 2.92, -5.97, nan, 680.57, 2.47
3.09, 2.94, -5.78, nan, 435.78, 2.50
3.09, 2.96, -5.37, nan, 290.52, 2.68
3.09, 2.97, -4.99, nan, 204.44, 2.34
3.09, 2.99, -4.34, nan, 150.64, 2.51
3.09, 3.01, -3.84, nan, 102.22, 2.47
3.09, 3.03, -3.00, nan, 83.39, 2.50
3.09, 3.05, -2.37, nan, 43.04, 2.50
3.09, 3.06, -1.39, nan, -459.99, 2.50
3.09, 3.08, -0.70, nan, -930.74, 2.50
3.09, 3.09, 0.31, nan, -1097.52, 2.50
3.09, 3.10, 0.96, nan, -1006.06, 2.53
3.09, 3.10, 1.77, nan, -785.48, 2.46
3.09, 3.10, 2.23, nan, -578.35, 2.50
3.09, 3.10, 2.76, nan, -330.87, 2.52
3.52, 3.10, 3.02, nan, -139.88, 2.48
3.52, 3.10, 3.24, nan, 1635.52, 2.50
3.52, 3.11, 3.33, nan, 1535.99, 2.50
3.52, 3.12, 3.36, nan, 992.61, 2.50
3.52, 3.13, 3.36, nan, 629.46, 2.50
3.52, 3.15, 3.33, nan, 406.19, 2.50
3.52, 3.16, 3.29, nan, 274.38, 2.52
3.52, 3.18, 3.24, nan, 185.61, 2.51
3.52, 3.20, 3.24, nan, 126.43, 2.47
3.52, 3.22, 3.26, nan, 102.22, 2.52
3.52, 3.24, 3.31, nan, 91.46, 2.50
3.52, 3.26, 3.45, nan, 69.94, 2.51
3.52, 3.27, 3.60, nan, 56.49, 2.49
3.52, 3.29, 3.86, nan, 59.18, 2.51
3.52, 3.31, 4.10, nan, 59.18, 2.49
3.52, 3.33, 4.48, nan, 48.42, 2.51
3.52, 3.35, 4.75, nan, 45.73, 2.49
3.52, 3.37, 5.13, nan, 53.80, 2.50
3.52, 3.39, 5.37, nan, 48.42, 2.50
3.52, 3.41, 5.68, nan, 40.35, 2.51
3.64, 3.43, 5.88, nan, 48.42, 2.50
3.64, 3.45, 6.12, nan, 51.11, 2.51
3.64, 3.47, 6.26, nan, 43.04, 2.52
3.64, 3.49, 6.45, nan, 45.73, 2.49
3.64, 3.51, 6.57, nan, 51.11, 2.53
3.64, 3.52, 6.71, nan, 45.73, 2.44
3.64, 3.54, 6.81, nan, 40.35, 2.51
3.64, 3.56, 6.91, nan, 45.73, 2.50
3.64, 3.58, 6.98, nan, 51.11, 2.49
3.64, 3.60, 7.05, nan, -123.74, 2.50
3.64, 3.62, 7.10, nan, -691.33, 2.50
3.64, 3.63, 7.15, nan, -1032.96, 2.50
3.64, 3.64, 7.17, nan, -1129.80, 2.50
3.64, 3.64, 7.15, nan, -1014.13, 2.50
3.64, 3.65, 7.07, nan, -718.23, 2.49
3.64, 3.65, 6.91, nan, -511.10, 2.51
3.64, 3.64, 6.76, nan, -269.00, 2.50
3.64, 3.64, 6.45, nan, -88.77, 2.54
3.64, 3.64, 6.21, nan, 37.66, 2.44
3.64, 3.64, 5.78, nan, 94.15, 2.50
3.02, 3.64, 5.47, nan, 94.15, 2.60
3.02, 3.64, 4.96, nan, -1417.63, 2.42
3.02, 3.63, 4.58, nan, -1318.10, 2.51
3.02, 3.62, 3.96, nan, -868.87, 2.49
3.02, 3.60, 3.53, nan, -556.83, 2.48
3.02, 3.58, 2.81, nan, -360.46, 2.50
3.02, 3.57, 2.30, nan, -236.72, 2.51
3.02, 3.55, 1.53, nan, -164.09, 2.50
3.02, 3.53, 1.03, nan, -129.12, 2.50
3.02, 3.51, 0.26, nan, -99.53, 2.50
3.02, 3.49, -0.19, nan, -69.94, 2.50
3.02, 3.47, -0.91, nan, -64.56, 2.49
3.02, 3.45, -1.39, nan, -64.56, 2.51
3.02, 3.44, -2.09, nan, -53.80, 2.48
3.02, 3.42, -2.54, nan, -48.42, 2.50
3.02, 3.40, -3.21, nan, -53.80, 2.49
3.02, 3.38, -3.62, nan, -53.80, 2.50
3.02, 3.36, -4.20, nan, -43.04, 2.50
3.02, 3.34, -4.56, nan, -43.04, 2.50
3.02, 3.32, -4.99, nan, -48.42, 2.51
3.48, 3.30, -5.28, nan, -45.73, 2.54
3.48, 3.29, -5.61, nan, 2972.45, 2.48
3.48, 3.28, -5.80, nan, 2789.53, 2.48
3.48, 3.29, -5.97, nan, 1786.16, 2.51
3.48, 3.30, -5.97, nan, 1119.04, 2.50
3.48, 3.32, -5.85, nan, 702.09, 2.50
3.48, 3.33, -5.68, nan, 446.54, 2.57
3.48, 3.35, -5.28, nan, 285.14, 2.49
3.48, 3.37, -4.92, nan, 196.37, 2.43
3.48, 3.38, -4.27, nan, 147.95, 2.50
3.48, 3.40, -3.76, nan, 115.67, 2.51
3.48, 3.42, -2.95, nan, 83.39, 2.50
3.48, 3.44, -2.35, nan, -161.40, 2.50
3.48, 3.46, -1.37, nan, -734.37, 2.50
3.48, 3.47, -0.70, nan, -1065.24, 2.50
3.48, 3.48, 0.29, nan, -1102.90, 2.51
3.48, 3.48, 0.91, nan, -919.98, 2.48
3.48, 3.49, 1.70, nan, -688.64, 2.50
3.48, 3.48, 2.13, nan, -462.68, 2.50
3.48, 3.48, 2.64, nan, -234.03, 2.49
3.40, 3.48, 2.85, nan, -37.66, 2.56
3.40, 3.48, 3.05, nan, -1345.00, 2.44
3.40, 3.47, 3.09, nan, -1256.23, 2.54
3.40, 3.46, 3.00, nan, -823.14, 2.51
3.40, 3.44, 2.85, nan, -365.84, 2.46
3.40, 3.43, 2.49, nan, 309.35, 2.48
3.40, 3.41, 2.16, nan, 742.44, 2.50
3.40, 3.40, 1.58, nan, 898.46, 2.50
3.40, 3.40, 1.18, nan, 901.15, 2.50
3.40, 3.39, 0.58, nan, 742.44, 2.51
3.40, 3.39, 0.22, nan, 516.48, 2.50
3.40, 3.39, -0.26, nan, 301.28, 2.49
3.40, 3.39, -0.55, nan, 112.98, 2.49
3.40, 3.40, -0.91, nan, 2.69, 2.53
3.40, 3.40, -1.10, nan, -80.70, 2.51
3.40, 3.40, -1.32, nan, -115.67, 2.49
3.40, 3.40, -1.39, nan, -88.77, 2.50
3.40, 3.40, -1.44, nan, -56.49, 2.53
3.40, 3.40, -1.41, nan, -43.04, 2.46
3.40, 3.40, -1.29, nan, -59.18, 2.48
3.22, 3.40, -1.20, nan, -18.83, 2.51
3.22, 3.40, -1.01, nan, -1501.02, 2.49
3.22, 3.39, -0.89, nan, -1371.90, 2.51
3.22, 3.38, -0.77, nan, -914.60, 2.51
3.22, 3.36, -0.72, nan, -586.42, 2.48
3.22, 3.35, -0.74, nan, -373.91, 2.50
3.22, 3.33, -0.82, nan, -247.48, 2.51
3.22, 3.31, -1.01, nan, -174.85, 2.50
3.22, 3.29, -1.18, nan, -134.50, 2.49
3.22, 3.27, -1.49, nan, -99.53, 2.51
3.22, 3.26, -1.75, nan, 199.06, 2.50
3.22, 3.24, -2.18, nan, 707.47, 2.50
3.22, 3.23, -2.47, nan, 1041.03, 2.50
3.22, 3.22, -2.93, nan, 1086.76, 2.50
3.22, 3.21, -3.21, nan, 965.71, 2.50
3.22, 3.21, -3.60, nan, 696.71, 2.50
3.22, 3.21, -3.79, nan, 476.13, 2.50
3.22, 3.21, -4.00, nan, 255.55, 2.50
3.22, 3.21, -4.08, nan, 56.49, 2.50
3.22, 3.22, -4.08, nan, -29.59, 2.49
3.27, 3.22, -4.00, nan, -110.29, 2.50
3.27, 3.22, -3.81, nan, 1409.56, 2.51
3.27, 3.23, -3.62, nan, 1105.59, 2.50
3.27, 3.24, -3.24, nan, 392.74, 2.48
3.27, 3.25, -2.95, nan, -217.89, 2.50
3.27, 3.26, -2.40, nan, -546.07, 2.51
3.27, 3.27, -2.04, nan, -642.91, 2.50
3.27, 3.27, -1.46, nan, -632.15, 2.52
3.27, 3.27, -1.10, nan, -554.14, 2.54
3.27, 3.28, -0.60, nan, -438.47, 2.50
3.27, 3.27, -0.31, nan, -228.65, 2.44
3.27, 3.27, 0.02, nan, -99.53, 2.49
3.27, 3.27, 0.24, nan, 43.04, 2.52
3.27, 3.27, 0.48, nan, 83.39, 2.49
3.27, 3.27, 0.60, nan, 91.46, 2.54
3.27, 3.27, 0.74, nan, 56.49, 2.47
3.27, 3.27, 0.79, nan, 29.59, 2.48
3.27, 3.27, 0.82, nan, 32.28, 2.50
3.27, 3.27, 0.77, nan, 24.21, 2.54
3.27, 3.27, 0.70, nan, 0.00, 2.48
3.14, 3.27, 0.62, nan, 18.83, 2.46
3.14, 3.27, 0.50, nan, -1530.61, 2.54
3.14, 3.26, 0.43, nan, -1406.87, 2.48
3.14, 3.25, 0.29, nan, -919.98, 2.50
3.14, 3.24, 0.17, nan, -589.11, 2.51
3.14, 3.22, -0.05, nan, -392.74, 2.52
3.14, 3.20, -0.22, nan, -258.24, 2.48
3.14, 3.18, -0.50, nan, 21.52, 2.50
3.14, 3.17, -0.74, nan, 599.87, 2.49
3.14, 3.15, -1.13, nan, 1003.37, 2.52
3.14, 3.14, -1.39, nan, 1038.34, 2.49
3.14, 3.14, -1.77, nan, 995.30, 2.49
3.14, 3.14, -2.01, nan, 753.20, 2.50
3.14, 3.14, -2.35, nan, 500.34, 2.50
3.14, 3.14, -2.54, nan, 258.24, 2.50
3.14, 3.14, -2.78, nan, 53.80, 2.54
3.14, 3.14, -2.88, nan, -51.11, 2.47
3.14, 3.14, -2.93, nan, -94.15, 2.53
3.14, 3.14, -2.90, nan, -142.57, 2.47
3.14, 3.15, -2.81, nan, -115.67, 2.52
3.07, 3.14, -2.66, nan, -88.77, 2.48
3.07, 3.14, -2.42, nan, -1541.37, 2.51
3.07, 3.14, -2.23, nan, -1377.28, 2.50
3.07, 3.12, -1.97, nan, -895.77, 2.50
3.07, 3.11, -1.82, nan, -293.21, 2.50
3.07, 3.10, -1.65, nan, 303.97, 2.50
3.07, 3.08, -1.61, nan, 737.06, 2.53
3.07, 3.07, -1.61, nan, 879.63, 2.46
3.07, 3.07, -1.63, nan, 847.35, 2.50
3.07, 3.07, -1.73, nan, 664.43, 2.50
3.07, 3.06, -1.77, nan, 500.34, 2.53
3.07, 3.07, -1.89, nan, 293.21, 2.49
3.07, 3.07, -1.94, nan, 94.15, 2.50
3.07, 3.07, -2.04, nan, -18.83, 2.50
3.07, 3.07, -2.06, nan, -64.56, 2.50
3.07, 3.07, -2.09, nan, -121.05, 2.50
3.07, 3.07, -2.06, nan, -80.70, 2.55
3.07, 3.07, -1.97, nan, -45.73, 2.48
3.07, 3.07, -1.87, nan, -24.21, 2.49
3.07, 3.07, -1.68, nan, -24.21, 2.47
2.68, 3.07, -1.53, nan, -8.07, 2.50
2.68, 3.07, -1.29, nan, -1525.23, 2.50
2.68, 3.06, -1.13, nan, -1379.97, 2.51
2.68, 3.05, -0.96, nan, -895.77, 2.50
2.68, 3.04, -0.91, nan, -567.59, 2.49
2.68, 3.02, -0.91, nan, -376.60, 2.50
2.68, 3.00, -0.96, nan, -266.31, 2.50
2.68, 2.98, -1.13, nan, -190.99, 2.49
2.68, 2.97, -1.29, nan, -126.43, 2.51
2.68, 2.95, -1.61, nan, -94.15, 2.56
2.68, 2.93, -1.87, nan, -80.70, 2.46
2.68, 2.91, -2.28, nan, -75.32, 2.48
2.68, 2.89, -2.57, nan, -56.49, 2.48
2.68, 2.87, -3.07, nan, -51.11, 2.58
2.68, 2.85, -3.41, nan, -59.18, 2.46
2.68, 2.83, -3.93, nan, -56.49, 2.50
2.68, 2.82, -4.27, nan, -43.04, 2.46
2.68, 2.79, -4.75, nan, -45.73, 2.50
2.68, 2.78, -5.04, nan, -56.49, 2.50
2.68, 2.76, -5.42, nan, -40.35, 2.50
3.21, 2.74, -5.64, nan, -43.04, 2.51
3.21, 2.72, -5.92, nan, 2956.31, 2.51
3.21, 2.72, -6.09, nan, 2770.70, 2.47
3.21, 2.72, -6.24, nan, 1815.75, 2.50
3.21, 2.74, -6.21, nan, 1140.56, 2.50
3.21, 2.75, -6.07, nan, 720.92, 2.50
3.21, 2.77, -5.88, nan, 462.68, 2.53
3.21, 2.78, -5.44, nan, 309.35, 2.48
3.21, 2.80, -5.06, nan, 204.44, 2.49
3.21, 2.82, -4.41, nan, 139.88, 2.50
3.21, 2.84, -3.88, nan, 112.98, 2.51
3.21, 2.86, -3.05, nan, 96.84, 2.50
3.21, 2.87, -2.42, nan, 75.32, 2.50
3.21, 2.89, -1.44, nan, 59.18, 2.50
3.21, 2.91, -0.74, nan, 61.87, 2.51
3.21, 2.93, 0.31, nan, 61.87, 2.49
3.21, 2.95, 0.98, nan, 48.42, 2.50
3.21, 2.97, 1.94, nan, 51.11, 2.50
3.21, 2.99, 2.52, nan, 56.49, 2.51
3.21, 3.01, 3.31, nan, 48.42, 2.53
3.60, 3.03, 3.74, nan, 45.73, 2.47
3.60, 3.05, 4.34, nan, 51.11, 2.49
3.60, 3.06, 4.70, nan, 53.80, 2.54
3.60, 3.08, 5.16, nan, 43.04, 2.45
3.60, 3.10, 5.42, nan, 45.73, 2.53
3.60, 3.12, 5.76, nan, 53.80, 2.50
3.60, 3.14, 5.95, nan, 45.73, 2.49
3.60, 3.16, 6.21, nan, 40.35, 2.49
3.60, 3.18, 6.35, nan, 48.42, 2.50
3.60, 3.20, 6.52, nan, 53.80, 2.50
3.60, 3.22, 6.64, nan, 40.35, 2.50
3.60, 3.23, 6.79, nan, 45.73, 2.51
3.60, 3.25, 6.86, nan, 53.80, 2.51
3.60, 3.27, 6.95, nan, 45.73, 2.49
3.60, 3.29, 7.00, nan, 40.35, 2.52
3.60, 3.31, 7.07, nan, 48.42, 2.51
3.60, 3.33, 7.12, nan, 51.11, 2.45
3.60, 3.35, 7.17, nan, 37.66, 2.52
3.60, 3.37, 7.19, nan, 48.42, 2.53
3.60, 3.39, 7.24, nan, 51.11, 2.48
3.42, 3.40, 7.27, nan, 45.73, 2.48
3.42, 3.42, 7.29, nan, -2593.16, 2.50
3.42, 3.43, 7.29, nan, -1492.95, 2.51
3.42, 3.43, 7.22, nan, -852.73, 2.55
3.42, 3.43, 7.15, nan, -562.21, 2.44
3.42, 3.43, 6.95, nan, -263.62, 2.50
3.42, 3.42, 6.76, nan, -64.56, 2.51
3.42, 3.42, 6.40, nan, 21.52, 2.52
3.42, 3.42, 6.14, nan, 112.98, 2.47
3.42, 3.42, 5.68, nan, 150.64, 2.50
3.42, 3.42, 5.35, nan, 115.67, 2.51
3.42, 3.42, 4.82, nan, 104.91, 2.49
3.42, 3.42, 4.44, nan, 96.84, 2.50
3.42, 3.42, 3.86, nan, 43.04, 2.51
3.42, 3.42, 3.45, nan, 40.35, 2.50
3.42, 3.42, 2.88, nan, -21.52, 2.52
3.42, 3.42, 2.54, nan, -18.83, 2.49
3.42, 3.42, 2.06, nan, -8.07, 2.49
3.42, 3.42, 1.80, nan, -2.69, 2.49
3.42, 3.42, 1.46, nan, 0.00, 2.50
2.88, 3.42, 1.27, nan, 0.00, 2.50
2.88, 3.42, 1.03, nan, -1522.54, 2.50
2.88, 3.41, 0.91, nan, -1401.49, 2.50
2.88, 3.40, 0.70, nan, -919.98, 2.50
2.88, 3.38, 0.55, nan, -589.11, 2.50
2.88, 3.37, 0.29, nan, -392.74, 2.50
2.88, 3.35, 0.07, nan, -258.24, 2.51
2.88, 3.33, -0.26, nan, -172.16, 2.49
2.88, 3.31, -0.50, nan, -123.74, 2.50
2.88, 3.29, -0.96, nan, -104.91, 2.51
2.88, 3.28, -1.27, nan, -83.39, 2.50
2.88, 3.26, -1.77, nan, -61.87, 2.51
2.88, 3.24, -2.11, nan, -59.18, 2.47
2.88, 3.22, -2.66, nan, -64.56, 2.52
2.88, 3.20, -3.05, nan, -51.11, 2.50
2.88, 3.18, -3.62, nan, -48.42, 2.50
2.88, 3.16, -3.98, nan, -53.80, 2.56
2.88, 3.14, -4.48, nan, -48.42, 2.44
2.88, 3.12, -4.80, nan, -43.04, 2.51
2.88, 3.10, -5.20, nan, -45.73, 2.47
2.69, 3.09, -5.44, nan, -53.80, 2.50
2.69, 3.07, -5.76, nan, -43.04, 2.50
2.69, 3.05, -5.95, nan, -45.73, 2.50
2.69, 3.03, -6.19, nan, -51.11, 2.49
2.69, 3.01, -6.33, nan, -48.42, 2.50
2.69, 2.99, -6.52, nan, -40.35, 2.49
2.69, 2.97, -6.62, nan, -45.73, 2.52
2.69, 2.95, -6.76, nan, -53.80, 2.49
2.69, 2.93, -6.86, nan, -40.35, 2.49
2.69, 2.92, -6.95, nan, -40.35, 2.50
2.69, 2.90, -7.03, nan, -48.42, 2.52
2.69, 2.88, -7.10, nan, -48.42, 2.50
2.69, 2.86, -7.15, nan, -40.35, 2.47
2.69, 2.84, -7.19, nan, -48.42, 2.53
2.69, 2.82, -7.24, nan, -53.80, 2.47
2.69, 2.80, -7.29, nan, -40.35, 2.52
2.69, 2.78, -7.31, nan, -43.04, 2.49
2.69, 2.76, -7.34, nan, -51.11, 2.53
2.69, 2.74, -7.36, nan, -48.42, 2.46
2.69, 2.72, -7.39, nan, 303.97, 2.52
2.94, 2.71, -7.39, nan, 836.59, 2.49
2.94, 2.70, -7.41, nan, 2802.98, 2.50
2.94, 2.70, -7.36, nan, 2359.13, 2.50
2.94, 2.71, -7.24, nan, 1525.23, 2.50
2.94, 2.72, -7.07, nan, 946.88, 2.50
2.94, 2.73, -6.71, nan, 599.87, 2.51
2.94, 2.75, -6.40, nan, 387.36, 2.50
2.94, 2.77, -5.80, nan, 266.31, 2.52
2.94, 2.79, -5.32, nan, 180.23, 2.48
2.94, 2.80, -4.53, nan, 123.74, 2.52
2.94, 2.82, -3.96, nan, 99.53, 2.49
2.94, 2.84, -3.00, nan, 86.08, 2.50
2.94, 2.86, -2.33, nan, 67.25, 2.49
2.94, 2.88, -1.27, nan, 53.80, 2.50
2.94, 2.90, -0.55, nan, -137.19, 2.50
2.94, 2.92, 0.50, nan, -715.54, 2.49
2.94, 2.93, 1.18, nan, -1035.65, 2.52
2.94, 2.94, 2.09, nan, -1154.01, 2.55
2.94, 2.94, 2.61, nan, -952.26, 2.44
2.94, 2.95, 3.21, nan, -731.68, 2.50
3.04, 2.95, 3.53, nan, -478.82, 2.52
3.04, 2.95, 3.84, nan, 1549.44, 2.50
3.04, 2.95, 3.96, nan, 1468.74, 2.50
3.04, 2.96, 4.05, nan, 963.02, 2.48
3.04, 2.98, 4.10, nan, 613.32, 2.52
3.04, 3.00, 4.10, nan, 376.60, 2.48
3.04, 3.01, 4.10, nan, -158.71, 2.51
3.04, 3.03, 4.08, nan, -688.64, 2.51
3.04, 3.04, 4.05, nan, -965.71, 2.48
3.04, 3.05, 4.00, nan, -971.09, 2.51
3.04, 3.05, 3.96, nan, -841.97, 2.52
3.04, 3.05, 3.86, nan, -610.63, 2.47
3.04, 3.05, 3.81, nan, -363.15, 2.51
3.04, 3.05, 3.72, nan, -182.92, 2.50
3.04, 3.05, 3.67, nan, -24.21, 2.53
3.04, 3.05, 3.57, nan, 53.80, 2.54
3.04, 3.04, 3.48, nan, 91.46, 2.43
3.04, 3.04, 3.31, nan, 142.57, 2.51
3.04, 3.04, 3.14, nan, 110.29, 2.50
3.04, 3.04, 2.85, nan, 99.53, 2.50
2.99, 3.04, 2.64, nan, 75.32, 2.49
2.99, 3.04, 2.28, nan, -1527.92, 2.52
2.99, 3.03, 2.04, nan, -1390.73, 2.50
2.99, 3.02, 1.63, nan, -572.97, 2.49
2.99, 3.01, 1.34, nan, 126.43, 2.51
2.99, 3.00, 0.91, nan, 524.55, 2.46
2.99, 2.99, 0.62, nan, 728.99, 2.51
2.99, 2.98, 0.24, nan, 747.82, 2.52
2.99, 2.98, 0.00, nan, 626.77, 2.48
2.99, 2.98, -0.31, nan, 451.92, 2.49
2.99, 2.98, -0.50, nan, 274.38, 2.50
2.99, 2.98, -0.74, nan, 123.74, 2.51
2.99, 2.98, -0.86, nan, 18.83, 2.50
2.99, 2.98, -1.03, nan, -26.90, 2.50
2.99, 2.98, -1.10, nan, -43.04, 2.50
2.99, 2.99, -1.20, nan, -102.22, 2.50
2.99, 2.99, -1.22, nan, -72.63, 2.50
2.99, 2.99, -1.18, nan, -64.56, 2.50
2.99, 2.99, -1.13, nan, -29.59, 2.50
2.99, 2.99, -1.01, nan, 2.69, 2.50
2.88, 2.99, -0.89, nan, 10.76, 2.51
2.88, 2.98, -0.74, nan, -1535.99, 2.49
2.88, 2.98, -0.65, nan, -1358.45, 2.51
2.88, 2.96, -0.55, nan, -890.39, 2.50
2.88, 2.95, -0.55, nan, -572.97, 2.49
2.88, 2.93, -0.62, nan, -373.91, 2.51
2.88, 2.92, -0.72, nan, 34.97, 2.50
2.88, 2.90, -0.94, nan, 589.11, 2.50
2.88, 2.89, -1.10, nan, 968.40, 2.49
2.88, 2.88, -1.41, nan, 1076.00, 2.49
2.88, 2.87, -1.61, nan, 925.36, 2.50
2.88, 2.87, -1.92, nan, 653.67, 2.56
2.88, 2.87, -2.09, nan, 430.40, 2.48
2.88, 2.87, -2.33, nan, 242.10, 2.46
2.88, 2.87, -2.45, nan, 88.77, 2.54
2.88, 2.88, -2.59, nan, -53.80, 2.47
2.88, 2.88, -2.64, nan, -102.22, 2.52
2.88, 2.88, -2.64, nan, -118.36, 2.49
2.88, 2.88, -2.57, nan, -107.60, 2.48
2.88, 2.88, -2.40, nan, -86.08, 2.50
3.85, 2.88, -2.25, nan, -43.04, 2.50
