setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.56
2.51, 2.51, 0.00, nan, 0.00, 2.44
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.51
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.47
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.51
2.51, 2.51, 0.00, nan, 0.00, 2.47
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.61
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.43
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.54
2.51, 2.51, 0.00, nan, 0.00, 2.45
2.51, 2.51, 0.00, nan, 0.00, 2.51
2.51, 2.51, 0.00, nan, 0.00, 2.54
2.51, 2.51, 0.00, nan, 0.00, 2.46
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.46
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.53
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.46
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.51
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 5.42
2.51, 2.51, 0.00, nan, 0.00, 2.72
2.51, 2.51, 0.00, nan, 0.00, 2.41
2.51, 2.51, 0.00, nan, 0.00, 2.44
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.47
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.54
2.51, 2.51, 0.00, nan, 0.00, 2.45
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.50
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.51
2.51, 2.51, 0.00, nan, 0.00, 2.52
2.51, 2.51, 0.00, nan, 0.00, 2.48
2.51, 2.51, 0.00, nan, 0.00, 2.49
2.51, 2.51, 0.00, nan, 0.00, 2.51
2.51, 2.51, 0.00, nan, 0.00, 2.53
2.51, 2.51, 0.00, nan, 0.00, 2.47
2.51, 2.51, 0.00, nan, 0.00, 2.50
3.13, 2.51, 0.00, nan, 0.00, 2.50
3.13, 2.51, 0.00, nan, 1310.03, 2.49
3.13, 2.52, 0.00, nan, 1514.47, 2.50
3.13, 2.53, 0.02, nan, 1006.06, 2.49
3.13, 2.54, 0.12, nan, 637.53, 2.50
3.13, 2.56, 0.26, nan, 387.36, 2.54
3.13, 2.58, 0.41, nan, 244.79, 2.48
3.13, 2.60, 0.70, nan, 161.40, 2.54
3.13, 2.62, 0.91, nan, 121.05, 2.47
3.13, 2.63, 1.15, nan, 94.15, 2.47
3.13, 2.65, 1.58, nan, 78.01, 2.52
3.13, 2.67, 1.87, nan, 51.11, 2.47
3.13, 2.69, 2.37, nan, 45.73, 2.52
3.13, 2.71, 2.71, nan, 48.42, 2.49
3.13, 2.73, 3.26, nan, 37.66, 2.50
3.13, 2.75, 3.62, nan, 32.28, 2.50
3.13, 2.77, 4.17, nan, 34.97, 2.51
3.13, 2.78, 4.51, nan, 34.97, 2.49
3.13, 2.80, 4.99, nan, 21.52, 2.50
3.13, 2.82, 5.25, nan, 29.59, 2.54
3.13, 2.84, 5.64, nan, 34.97, 2.46
3.13, 2.86, 5.85, nan, 21.52, 2.49
3.13, 2.89, 6.14, nan, 34.97, 2.55
3.13, 2.90, 6.31, nan, 34.97, 2.44
3.13, 2.92, 6.52, nan, 24.21, 2.52
3.13, 2.94, 6.71, nan, 32.28, 2.47
3.13, 2.96, 6.81, nan, 32.28, 2.50
3.13, 2.98, 6.91, nan, 26.90, 2.51
3.13, 3.00, 7.03, nan, 21.52, 2.50
3.13, 3.02, 7.10, nan, 29.59, 2.49
3.13, 3.04, 7.19, nan, 32.28, 2.52
3.13, 3.06, 7.27, nan, 26.90, 2.58
3.13, 3.08, 7.34, nan, 26.90, 2.96
3.13, 3.09, 7.34, nan, -156.02, 1.96
3.13, 3.11, 7.39, nan, -685.95, 2.49
3.13, 3.12, 7.41, nan, -1105.59, 2.50
3.13, 3.13, 7.41, nan, -1218.57, 2.50
3.13, 3.14, 7.36, nan, -1067.93, 2.50
3.13, 3.14, 7.27, nan, -777.41, 2.55
3.13, 3.14, 7.15, nan, -505.72, 2.48
3.13, 3.14, 6.88, nan, -231.34, 2.48
3.13, 3.14, 6.67, nan, -59.18, 2.50
3.13, 3.14, 6.28, nan, 78.01, 2.49
3.13, 3.13, 6.00, nan, 134.50, 2.52
3.13, 3.13, 5.49, nan, 94.15, 2.49
3.13, 3.13, 4.96, nan, 123.74, 2.53
3.13, 3.13, 4.58, nan, 134.50, 2.46
3.13, 3.13, 4.20, nan, 88.77, 2.56
3.13, 3.13, 3.60, nan, 48.42, 2.47
3.13, 3.13, 3.21, nan, 5.38, 2.47
3.13, 3.13, 2.69, nan, -34.97, 2.53
3.13, 3.13, 2.35, nan, -32.28, 2.47
3.13, 3.13, 1.92, nan, -32.28, 2.51
3.13, 3.13, 1.65, nan, -8.07, 2.49
3.13, 3.13, 1.34, nan, -5.38, 2.51
3.13, 3.13, 1.18, nan, 0.00, 2.50
3.13, 3.13, 0.96, nan, -16.14, 2.51
3.13, 3.13, 0.84, nan, 0.00, 2.50
3.13, 3.13, 0.70, nan, 0.00, 2.53
3.13, 3.13, 0.62, nan, 0.00, 2.46
3.13, 3.13, 0.53, nan, 0.00, 2.50
3.13, 3.13, 0.46, nan, 0.00, 2.51
3.13, 3.13, 0.38, nan, 0.00, 2.54
3.13, 3.13, 0.36, nan, 0.00, 2.46
3.13, 3.13, 0.29, nan, 0.00, 2.54
3.13, 3.13, 0.26, nan, 0.00, 2.44
3.13, 3.13, 0.22, nan, 0.00, 2.53
3.13, 3.13, 0.19, nan, 0.00, 2.47
3.13, 3.13, 0.14, nan, 0.00, 2.50
3.13, 3.13, 0.14, nan, 0.00, 2.50
3.13, 3.13, 0.12, nan, 0.00, 2.51
3.13, 3.13, 0.10, nan, 0.00, 2.56
3.13, 3.13, 0.07, nan, -13.45, 2.46
3.13, 3.13, 0.07, nan, 0.00, 2.52
3.13, 3.13, 0.05, nan, 0.00, 2.48
3.13, 3.13, 0.05, nan, 0.00, 2.49
3.13, 3.13, 0.05, nan, 0.00, 2.51
3.13, 3.13, 0.02, nan, 0.00, 2.50
3.13, 3.13, 0.02, nan, 0.00, 2.53
3.13, 3.13, 0.02, nan, 0.00, 2.45
3.13, 3.13, 0.02, nan, 5.38, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.47
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 10.76, 2.49
3.13, 3.13, 0.00, nan, 8.07, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, -8.07, 2.50
3.13, 3.13, 0.00, nan, -5.38, 2.51
3.13, 3.13, 0.00, nan, -2.69, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.66
3.13, 3.13, 0.00, nan, 0.00, 2.33
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.56
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.44
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, -8.07, 2.46
3.13, 3.13, 0.00, nan, 0.00, 2.60
3.13, 3.13, 0.00, nan, 0.00, 2.46
3.13, 3.13, 0.00, nan, 0.00, 2.44
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, -26.90, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.56
3.13, 3.13, 0.00, nan, 0.00, 2.44
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.47
3.13, 3.13, 0.00, nan, 0.00, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.55
3.13, 3.13, 0.00, nan, 0.00, 2.47
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 2.69, 2.59
3.13, 3.13, 0.00, nan, 0.00, 2.43
3.13, 3.13, 0.00, nan, 16.14, 2.50
3.13, 3.13, 0.00, nan, -2.69, 2.51
3.13, 3.13, 0.00, nan, -2.69, 2.49
3.13, 3.13, 0.00, nan, -2.69, 2.50
3.13, 3.13, 0.00, nan, -16.14, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.46
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.47
3.13, 3.13, 0.00, nan, 0.00, 2.66
3.13, 3.13, 0.00, nan, 0.00, 2.38
3.13, 3.13, 0.00, nan, 5.38, 2.46
3.13, 3.13, 0.00, nan, -2.69, 2.51
3.13, 3.13, 0.00, nan, -2.69, 2.47
3.13, 3.13, 0.00, nan, -2.69, 2.50
3.13, 3.13, 0.00, nan, -2.69, 2.52
3.13, 3.13, 0.00, nan, -2.69, 2.55
3.13, 3.13, 0.00, nan, -2.69, 2.44
3.13, 3.13, 0.00, nan, -2.69, 2.52
3.13, 3.13, 0.00, nan, -2.69, 2.46
3.13, 3.13, 0.00, nan, -2.69, 2.51
3.13, 3.13, 0.00, nan, -2.69, 2.49
3.13, 3.13, 0.00, nan, -2.69, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, -8.07, 2.50
3.13, 3.13, 0.00, nan, -16.14, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.54
3.13, 3.13, 0.00, nan, 0.00, 2.53
3.13, 3.13, 0.00, nan, 0.00, 2.46
3.13, 3.13, 0.00, nan, 0.00, 2.48
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 0.00, 2.54
3.13, 3.13, 0.00, nan, 0.00, 2.47
3.13, 3.13, 0.00, nan, 0.00, 2.47
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 16.14, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.49
3.13, 3.13, 0.00, nan, 0.00, 2.51
3.13, 3.13, 0.00, nan, 0.00, 2.50
3.13, 3.13, 0.00, nan, 0.00, 2.52
3.13, 3.13, 0.00, nan, 2.69, 2.48
3.01, 3.13, 0.00, nan, 0.00, 2.50
3.01, 3.13, 0.00, nan, -1587.10, 2.50
3.01, 3.12, 0.00, nan, -1406.87, 2.49
3.01, 3.11, -0.05, nan, -928.05, 2.50
3.01, 3.10, -0.14, nan, -594.49, 2.49
3.01, 3.08, -0.24, nan, -384.67, 2.50
3.01, 3.06, -0.46, nan, -258.24, 2.51
3.01, 3.04, -0.65, nan, 174.85, 2.53
3.01, 3.03, -0.98, nan, 691.33, 2.47
3.01, 3.02, -1.22, nan, 1027.58, 2.48
3.01, 3.01, -1.58, nan, 1102.90, 2.50
3.01, 3.00, -1.85, nan, 930.74, 2.50
3.01, 3.00, -2.18, nan, 726.30, 2.52
3.01, 3.00, -2.40, nan, 484.20, 2.50
3.01, 3.01, -2.66, nan, 172.16, 2.59
3.01, 3.01, -2.81, nan, 37.66, 2.44
3.01, 3.01, -2.93, nan, -61.87, 2.50
3.01, 3.01, -2.95, nan, -115.67, 2.48
3.01, 3.01, -2.90, nan, -131.81, 2.50
3.01, 3.01, -2.81, nan, -102.22, 2.50
3.01, 3.01, -2.61, nan, -107.60, 2.50
3.01, 3.01, -2.42, nan, -69.94, 2.49
3.01, 3.01, -2.11, nan, -32.28, 2.49
3.01, 3.01, -1.89, nan, 0.00, 2.50
3.01, 3.01, -1.56, nan, 26.90, 2.53
3.01, 3.01, -1.37, nan, 16.14, 2.45
3.01, 3.01, -1.10, nan, 5.38, 2.50
3.01, 3.01, -0.94, nan, 0.00, 2.55
3.01, 3.01, -0.74, nan, 0.00, 2.54
3.01, 3.01, -0.65, nan, 0.00, 2.44
3.01, 3.01, -0.53, nan, 0.00, 2.50
3.01, 3.01, -0.46, nan, 0.00, 2.48
3.01, 3.01, -0.38, nan, 0.00, 2.51
3.01, 3.01, -0.34, nan, 0.00, 2.51
3.01, 3.01, -0.29, nan, 0.00, 2.48
3.01, 3.01, -0.24, nan, 0.00, 2.49
3.01, 3.01, -0.22, nan, 0.00, 2.54
3.01, 3.01, -0.19, nan, 0.00, 2.46
3.01, 3.01, -0.14, nan, 0.00, 2.52
3.01, 3.01, -0.14, nan, 13.45, 2.51
3.01, 3.01, -0.12, nan, 0.00, 2.47
3.01, 3.01, -0.10, nan, 0.00, 2.50
3.01, 3.01, -0.07, nan, 0.00, 2.50
3.01, 3.01, -0.07, nan, 0.00, 2.53
3.01, 3.01, -0.05, nan, 0.00, 2.49
3.01, 3.01, -0.05, nan, 0.00, 2.56
3.01, 3.01, -0.05, nan, 0.00, 2.42
3.01, 3.01, -0.02, nan, 0.00, 2.50
3.01, 3.01, -0.02, nan, 0.00, 2.50
3.01, 3.01, -0.02, nan, 0.00, 2.50
3.01, 3.01, -0.02, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.54
3.01, 3.01, 0.00, nan, 0.00, 2.46
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.47
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.54
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.45
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 2.69, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.54
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 2.69, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.45
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.56
3.01, 3.01, 0.00, nan, 0.00, 2.42
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.58
3.01, 3.01, 0.00, nan, 0.00, 2.44
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.47
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.54
3.01, 3.01, 0.00, nan, 0.00, 2.44
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.67
3.01, 3.01, 0.00, nan, 0.00, 2.34
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.47
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.44
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 3.54
3.01, 3.01, 0.00, nan, 0.00, 1.47
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.47
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.56
3.01, 3.01, 0.00, nan, 0.00, 2.44
3.01, 3.01, 0.00, nan, 0.00, 2.64
3.01, 3.01, 0.00, nan, 0.00, 2.36
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.46
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.56
3.01, 3.01, 0.00, nan, 0.00, 2.43
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.54
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.63
3.01, 3.01, 0.00, nan, 0.00, 2.38
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.55
3.01, 3.01, 0.00, nan, 0.00, 2.46
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.57
3.01, 3.01, 0.00, nan, 0.00, 2.46
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.45
3.01, 3.01, 0.00, nan, 0.00, 2.53
3.01, 3.01, 0.00, nan, 0.00, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.52
3.01, 3.01, 0.00, nan, 0.00, 2.47
3.01, 3.01, 0.00, nan, -16.14, 2.48
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.50
3.01, 3.01, 0.00, nan, 0.00, 2.51
3.01, 3.01, 0.00, nan, 0.00, 2.49
3.01, 3.01, 0.00, nan, 0.00, 2.54
3.01, 3.01, 0.00, nan, 0.00, 2.49
2.66, 3.01, 0.00, nan, 0.00, 2.48
2.66, 3.01, 0.00, nan, -1535.99, 2.49
2.66, 3.00, 0.00, nan, -1409.56, 2.51
2.66, 2.99, -0.05, nan, -928.05, 2.51
2.66, 2.97, -0.14, nan, -594.49, 2.50
2.66, 2.96, -0.24, nan, -395.43, 2.47
2.66, 2.94, -0.46, nan, -266.31, 2.51
2.66, 2.92, -0.65, nan, -180.23, 2.51
2.66, 2.90, -0.98, nan, -129.12, 2.50
2.66, 2.88, -1.25, nan, -104.91, 2.49
2.66, 2.86, -1.65, nan, -86.08, 2.51
2.66, 2.85, -1.97, nan, -61.87, 2.48
2.66, 2.83, -2.47, nan, -56.49, 2.49
2.66, 2.81, -2.83, nan, -59.18, 2.51
2.66, 2.79, -3.38, nan, -48.42, 2.50
2.66, 2.77, -3.74, nan, -43.04, 2.50
2.66, 2.75, -4.29, nan, -48.42, 2.49
2.66, 2.73, -4.63, nan, -51.11, 2.50
2.66, 2.71, -5.08, nan, -21.52, 2.52
2.66, 2.69, -5.35, nan, 414.26, 2.48
2.66, 2.68, -5.71, nan, 930.74, 2.50
2.66, 2.66, -5.90, nan, 1170.15, 2.50
2.66, 2.66, -6.12, nan, 1159.39, 2.50
2.66, 2.65, -6.21, nan, 949.57, 2.50
2.66, 2.65, -6.26, nan, 610.63, 2.54
2.66, 2.65, -6.24, nan, 384.67, 2.46
2.66, 2.65, -6.07, nan, 174.85, 2.50
2.66, 2.66, -5.92, nan, -16.14, 2.51
2.66, 2.66, -5.61, nan, -75.32, 2.51
2.66, 2.66, -5.35, nan, -107.60, 2.50
2.66, 2.66, -4.92, nan, -145.26, 2.48
2.66, 2.66, -4.60, nan, -126.43, 2.53
2.66, 2.66, -3.72, nan, -59.18, 4.23
2.66, 2.66, -3.36, nan, -16.14, 2.46
2.66, 2.66, -3.17, nan, 0.00, 1.09
2.66, 2.66, -2.81, nan, 5.38, 2.20
2.66, 2.66, -2.33, nan, 24.21, 2.49
2.66, 2.66, -2.04, nan, 10.76, 2.50
