setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
4.13, 3.95, 7.60, nan, 29.59, 2.46
4.13, 3.96, 7.60, nan, 32.28, 2.50
4.13, 3.99, 7.60, nan, 18.83, 2.50
4.13, 4.01, 7.60, nan, 26.90, 2.50
4.13, 4.02, 7.60, nan, 32.28, 2.49
4.13, 4.04, 7.63, nan, 24.21, 2.54
4.13, 4.06, 7.63, nan, 26.90, 2.47
4.13, 4.08, 7.63, nan, 32.28, 2.55
4.13, 4.10, 7.63, nan, -371.22, 2.46
4.13, 4.12, 7.60, nan, -879.63, 2.51
4.13, 4.13, 7.58, nan, -1119.04, 2.49
4.13, 4.14, 7.55, nan, -1197.05, 2.51
4.13, 4.14, 7.46, nan, -936.12, 2.50
4.13, 4.14, 7.36, nan, -712.85, 2.50
4.13, 4.14, 7.12, nan, -416.95, 2.51
4.13, 4.14, 6.93, nan, -190.99, 2.52
4.13, 4.14, 6.57, nan, -48.42, 2.51
4.13, 4.14, 6.28, nan, 53.80, 2.47
4.13, 4.13, 5.80, nan, 177.54, 2.47
4.13, 4.13, 5.47, nan, 150.64, 2.52
4.13, 4.13, 4.92, nan, 134.50, 2.47
4.13, 4.13, 4.53, nan, 96.84, 2.50
4.13, 4.13, 3.93, nan, 69.94, 2.50
4.13, 4.13, 3.53, nan, 16.14, 2.55
4.13, 4.13, 2.97, nan, -29.59, 2.46
4.13, 4.13, 2.61, nan, -26.90, 2.52
4.13, 4.13, 2.13, nan, -16.14, 2.47
4.13, 4.13, 1.87, nan, -8.07, 2.49
4.13, 4.13, 1.51, nan, -2.69, 2.51
4.13, 4.13, 1.32, nan, -2.69, 2.51
4.13, 4.13, 1.06, nan, -2.69, 2.49
4.13, 4.13, 0.94, nan, -2.69, 2.52
4.13, 4.13, 0.77, nan, 0.00, 2.50
4.13, 4.13, 0.67, nan, 0.00, 2.50
4.13, 4.13, 0.58, nan, 0.00, 2.47
4.13, 4.13, 0.50, nan, 0.00, 2.50
4.13, 4.13, 0.43, nan, 0.00, 2.50
4.13, 4.13, 0.38, nan, 0.00, 2.50
4.13, 4.13, 0.31, nan, 0.00, 2.56
4.13, 4.13, 0.29, nan, 0.00, 2.47
4.13, 4.13, 0.24, nan, 0.00, 2.47
4.13, 4.13, 0.19, nan, 0.00, 2.52
4.13, 4.13, 0.17, nan, 0.00, 2.54
4.13, 4.13, 0.14, nan, 0.00, 2.49
4.13, 4.13, 0.12, nan, 0.00, 2.44
4.13, 4.13, 0.10, nan, 0.00, 2.54
4.13, 4.13, 0.10, nan, 0.00, 2.47
4.13, 4.13, 0.07, nan, 0.00, 2.75
4.13, 4.13, 0.05, nan, 0.00, 2.24
4.13, 4.13, 0.05, nan, 0.00, 2.55
4.13, 4.13, 0.05, nan, 0.00, 2.47
4.13, 4.13, 0.02, nan, 0.00, 2.51
4.13, 4.13, 0.02, nan, 0.00, 2.46
4.13, 4.13, 0.02, nan, 0.00, 2.53
4.13, 4.13, 0.02, nan, 0.00, 2.52
4.13, 4.13, 0.02, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.47
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.55
4.13, 4.13, 0.00, nan, 0.00, 2.46
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.53
4.13, 4.13, 0.00, nan, 0.00, 2.93
4.13, 4.13, 0.00, nan, 0.00, 2.03
4.13, 4.13, 0.00, nan, -16.14, 2.54
4.13, 4.13, 0.00, nan, 0.00, 2.47
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.51
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.49
4.13, 4.13, 0.00, nan, 0.00, 2.55
4.13, 4.13, 0.00, nan, 0.00, 2.44
4.13, 4.13, 0.00, nan, 0.00, 2.55
4.13, 4.13, 0.00, nan, 0.00, 2.44
4.13, 4.13, 0.00, nan, 0.00, 2.53
4.13, 4.13, 0.00, nan, -5.38, 2.47
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.47
4.13, 4.13, 0.00, nan, 0.00, 2.55
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.53
4.13, 4.13, 0.00, nan, 0.00, 2.45
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.54
4.13, 4.13, 0.00, nan, 0.00, 2.45
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.52
4.13, 4.13, 0.00, nan, 0.00, 2.48
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.55
4.13, 4.13, 0.00, nan, 0.00, 2.45
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.51
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.51
4.13, 4.13, 0.00, nan, 0.00, 2.54
4.13, 4.13, 0.00, nan, 0.00, 2.58
4.13, 4.13, 0.00, nan, 0.00, 2.38
4.13, 4.13, 0.00, nan, 0.00, 2.53
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.50
4.13, 4.13, 0.00, nan, 0.00, 2.46
4.13, 4.13, 0.00, nan, 0.00, 2.60
4.13, 4.13, 0.00, nan, 0.00, 2.40
4.13, 4.13, 0.00, nan, 0.00, 2.53
4.13, 4.13, 0.00, nan, 0.00, 2.49
4.13, 4.13, 0.00, nan, 0.00, 2.49
4.13, 4.13, 0.00, nan, 0.00, 2.49
4.13, 4.13, 0.00, nan, 0.00, 2.50
3.71, 4.13, 0.00, nan, 0.00, 2.52
3.71, 4.13, 0.00, nan, -1527.92, 2.48
3.71, 4.12, 0.00, nan, -1417.63, 2.48
3.71, 4.11, -0.05, nan, -930.74, 2.53
3.71, 4.10, -0.14, nan, -597.18, 2.47
3.71, 4.08, -0.24, nan, -395.43, 2.54
3.71, 4.06, -0.46, nan, -271.69, 2.46
3.71, 4.04, -0.65, nan, -185.61, 2.50
3.71, 4.03, -0.98, nan, -129.12, 2.49
3.71, 4.01, -1.22, nan, -102.22, 2.50
3.71, 3.99, -1.65, nan, -86.08, 2.50
3.71, 3.97, -1.97, nan, -64.56, 2.50
3.71, 3.95, -2.45, nan, -56.49, 2.50
3.71, 3.93, -2.81, nan, -59.18, 2.50
3.71, 3.91, -3.36, nan, -48.42, 2.50
3.71, 3.89, -3.72, nan, -43.04, 2.51
3.71, 3.87, -4.24, nan, -51.11, 2.49
3.71, 3.85, -4.58, nan, -45.73, 2.53
3.71, 3.83, -5.04, nan, -37.66, 2.47
3.71, 3.81, -5.32, nan, -43.04, 2.51
3.71, 3.80, -5.68, nan, -51.11, 2.49
3.71, 3.78, -5.90, nan, -37.66, 2.53
3.71, 3.76, -6.16, nan, 2.69, 2.47
3.71, 3.74, -6.33, nan, 516.48, 2.51
3.71, 3.72, -6.52, nan, 1008.75, 2.50
3.71, 3.71, -6.64, nan, 1197.05, 2.50
3.71, 3.70, -6.71, nan, 1135.18, 2.55
3.71, 3.70, -6.74, nan, 876.94, 2.46
3.71, 3.70, -6.69, nan, 570.28, 2.50
3.71, 3.70, -6.59, nan, 330.87, 2.49
3.71, 3.70, -6.35, nan, 123.74, 2.50
3.71, 3.71, -6.16, nan, -16.14, 2.50
3.71, 3.71, -5.78, nan, -131.81, 2.49
3.71, 3.71, -5.49, nan, -94.15, 2.53
3.71, 3.71, -5.01, nan, -147.95, 2.47
3.71, 3.71, -4.65, nan, -126.43, 2.50
3.71, 3.71, -4.10, nan, -80.70, 2.50
3.71, 3.71, -3.74, nan, -59.18, 2.50
3.71, 3.71, -3.17, nan, -13.45, 2.50
3.71, 3.71, -2.81, nan, 16.14, 2.50
3.71, 3.71, -2.30, nan, 13.45, 2.51
3.71, 3.71, -2.01, nan, 16.14, 2.49
3.71, 3.71, -1.63, nan, 32.28, 2.49
3.71, 3.71, -1.41, nan, 0.00, 2.54
3.71, 3.71, -1.15, nan, 0.00, 2.46
3.71, 3.71, -1.01, nan, 0.00, 2.54
3.71, 3.71, -0.82, nan, 0.00, 2.46
3.71, 3.71, -0.72, nan, 0.00, 2.53
3.71, 3.71, -0.60, nan, 10.76, 2.47
3.71, 3.71, -0.55, nan, 8.07, 2.50
3.71, 3.71, -0.46, nan, 8.07, 2.50
3.71, 3.71, -0.41, nan, -5.38, 2.53
3.71, 3.71, -0.34, nan, -5.38, 2.47
3.71, 3.71, -0.31, nan, -2.69, 2.55
3.71, 3.71, -0.24, nan, 8.07, 2.48
3.71, 3.71, -0.22, nan, 0.00, 2.50
3.71, 3.71, -0.19, nan, 0.00, 2.47
3.71, 3.71, -0.17, nan, 0.00, 2.53
3.71, 3.71, -0.12, nan, 0.00, 2.47
3.71, 3.71, -0.12, nan, 0.00, 2.50
3.71, 3.71, -0.10, nan, 0.00, 2.50
3.71, 3.71, -0.07, nan, 0.00, 2.50
3.71, 3.71, -0.07, nan, 0.00, 2.50
3.71, 3.71, -0.05, nan, 0.00, 2.50
3.71, 3.71, -0.05, nan, 0.00, 2.50
3.71, 3.71, -0.05, nan, 10.76, 2.55
3.71, 3.71, -0.02, nan, 0.00, 2.46
3.71, 3.71, -0.02, nan, 0.00, 2.51
3.71, 3.71, -0.02, nan, 0.00, 2.47
3.71, 3.71, -0.02, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.48
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.62
3.71, 3.71, 0.00, nan, 0.00, 2.36
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.60
3.71, 3.71, 0.00, nan, 0.00, 2.40
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.85
3.71, 3.71, 0.00, nan, 0.00, 2.15
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.48
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.46
3.71, 3.71, 0.00, nan, 0.00, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.48
3.71, 3.71, 0.00, nan, 0.00, 2.56
3.71, 3.71, 0.00, nan, 10.76, 2.42
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.46
3.71, 3.71, 0.00, nan, 0.00, 2.56
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.46
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.46
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.48
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.65
3.71, 3.71, 0.00, nan, 0.00, 2.35
3.71, 3.71, 0.00, nan, 0.00, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, -21.52, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.54
3.71, 3.71, 0.00, nan, 0.00, 2.37
3.71, 3.71, 0.00, nan, 0.00, 2.56
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.48
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.51
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.55
3.71, 3.71, 0.00, nan, 0.00, 2.45
3.71, 3.71, 0.00, nan, 0.00, 2.53
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.50
3.71, 3.71, 0.00, nan, 10.76, 2.50
3.71, 3.71, 0.00, nan, 0.00, 2.56
3.71, 3.71, 0.00, nan, 0.00, 2.45
3.71, 3.71, 0.00, nan, 0.00, 2.52
3.71, 3.71, 0.00, nan, 0.00, 2.47
3.71, 3.71, 0.00, nan, 0.00, 2.49
3.71, 3.71, 0.00, nan, 0.00, 2.50
2.90, 3.71, 0.00, nan, 0.00, 2.50
2.90, 3.71, 0.00, nan, -1541.37, 2.53
2.90, 3.70, 0.00, nan, -1409.56, 2.51
2.90, 3.69, -0.02, nan, -944.19, 2.49
2.90, 3.67, -0.14, nan, -610.63, 2.47
2.90, 3.66, -0.24, nan, -387.36, 2.50
2.90, 3.64, -0.46, nan, -255.55, 2.51
2.90, 3.62, -0.65, nan, -182.92, 2.50
2.90, 3.60, -0.96, nan, -145.26, 2.49
2.90, 3.58, -1.22, nan, -99.53, 2.50
2.90, 3.56, -1.63, nan, -78.01, 2.51
2.90, 3.55, -1.94, nan, -75.32, 2.50
2.90, 3.53, -2.45, nan, -64.56, 2.50
2.90, 3.51, -2.81, nan, -48.42, 2.51
2.90, 3.49, -3.33, nan, -51.11, 2.54
2.90, 3.47, -3.72, nan, -53.80, 2.55
2.90, 3.45, -4.24, nan, -40.35, 2.40
2.90, 3.43, -4.58, nan, -43.04, 2.53
2.90, 3.41, -5.04, nan, -53.80, 2.47
2.90, 3.39, -5.30, nan, -40.35, 2.50
2.90, 3.37, -5.66, nan, -37.66, 2.55
2.90, 3.35, -5.88, nan, -48.42, 2.45
2.90, 3.33, -6.14, nan, -43.04, 2.54
2.90, 3.31, -6.31, nan, -34.97, 2.49
2.90, 3.29, -6.50, nan, -48.42, 2.47
2.90, 3.28, -6.62, nan, -43.04, 2.53
2.90, 3.26, -6.79, nan, -34.97, 2.48
2.90, 3.24, -6.86, nan, -43.04, 2.51
2.90, 3.22, -6.98, nan, -45.73, 2.49
2.90, 3.20, -7.05, nan, -34.97, 2.53
2.90, 3.18, -7.15, nan, -37.66, 2.47
2.90, 3.16, -7.19, nan, -48.42, 2.50
2.90, 3.14, -7.24, nan, -34.97, 2.50
2.90, 3.12, -7.29, nan, -37.66, 2.50
2.90, 3.10, -7.34, nan, -45.73, 2.51
2.90, 3.08, -7.36, nan, -37.66, 2.50
2.90, 3.06, -7.41, nan, -37.66, 2.50
2.90, 3.04, -7.43, nan, -45.73, 2.50
2.90, 3.03, -7.46, nan, -43.04, 2.49
2.90, 3.01, -7.46, nan, -37.66, 2.51
2.90, 2.99, -7.48, nan, -43.04, 2.52
2.90, 2.97, -7.51, nan, -45.73, 2.52
2.90, 2.95, -7.53, nan, -13.45, 2.45
2.90, 2.93, -7.53, nan, 524.55, 2.50
2.90, 2.91, -7.55, nan, 1070.62, 2.50
2.90, 2.90, -7.53, nan, 1194.36, 2.51
2.90, 2.90, -7.48, nan, 1062.55, 2.50
2.90, 2.89, -7.41, nan, 882.32, 2.50
2.90, 2.89, -7.24, nan, 583.73, 2.50
2.90, 2.89, -7.10, nan, 341.63, 2.50
2.90, 2.89, -6.79, nan, 137.19, 2.56
2.90, 2.90, -6.52, nan, -29.59, 2.46
2.90, 2.90, -6.09, nan, -118.36, 2.46
2.90, 2.90, -5.78, nan, -110.29, 2.50
2.90, 2.90, -5.25, nan, -153.33, 2.50
2.90, 2.91, -4.87, nan, -134.50, 2.52
2.90, 2.91, -4.29, nan, -83.39, 2.47
2.90, 2.91, -3.88, nan, -29.59, 2.53
2.90, 2.90, -3.29, nan, -5.38, 2.47
2.90, 2.90, -2.93, nan, 10.76, 2.50
2.90, 2.90, -2.40, nan, 29.59, 2.51
2.90, 2.90, -2.11, nan, 32.28, 2.50
2.90, 2.90, -1.70, nan, 5.38, 2.50
2.90, 2.90, -1.49, nan, 0.00, 2.54
2.90, 2.90, -1.20, nan, 0.00, 2.48
2.90, 2.90, -1.06, nan, 0.00, 2.49
2.90, 2.90, -0.86, nan, 0.00, 2.47
2.90, 2.90, -0.77, nan, 0.00, 2.51
2.90, 2.90, -0.62, nan, 13.45, 2.49
2.90, 2.90, -0.58, nan, 21.52, 2.53
2.90, 2.90, -0.48, nan, -8.07, 2.47
2.90, 2.90, -0.43, nan, -8.07, 2.51
2.90, 2.90, -0.36, nan, -2.69, 2.49
2.90, 2.90, -0.31, nan, -2.69, 2.55
2.90, 2.90, -0.26, nan, -2.69, 2.50
2.90, 2.90, -0.24, nan, -2.69, 2.51
2.90, 2.90, -0.19, nan, -2.69, 2.52
2.90, 2.90, -0.17, nan, -2.69, 2.44
2.90, 2.90, -0.14, nan, -2.69, 2.48
2.90, 2.90, -0.12, nan, -2.69, 2.50
2.90, 2.90, -0.10, nan, -2.69, 2.49
2.90, 2.90, -0.10, nan, -2.69, 2.53
2.90, 2.90, -0.07, nan, -2.69, 2.47
2.90, 2.90, -0.05, nan, -2.69, 2.54
2.90, 2.90, -0.05, nan, -2.69, 2.51
2.90, 2.90, -0.05, nan, 0.00, 2.45
2.90, 2.90, -0.02, nan, 0.00, 2.51
2.90, 2.90, -0.02, nan, 0.00, 2.54
2.90, 2.90, -0.02, nan, 0.00, 2.46
2.90, 2.90, -0.02, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.59
2.90, 2.90, 0.00, nan, 0.00, 2.40
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 3.08
2.90, 2.90, 0.00, nan, 0.00, 1.94
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, 0.00, 2.57
2.90, 2.90, 0.00, nan, 0.00, 2.43
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.56
2.90, 2.90, 0.00, nan, 0.00, 2.46
2.90, 2.90, 0.00, nan, 0.00, 2.57
2.90, 2.90, 0.00, nan, 0.00, 2.44
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.53
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 2.55
2.90, 2.90, 0.00, nan, 0.00, 2.44
2.90, 2.90, 0.00, nan, 0.00, 2.56
2.90, 2.90, 0.00, nan, 0.00, 2.46
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.53
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.60
2.90, 2.90, 0.00, nan, 0.00, 2.40
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, -13.45, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.53
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.46
2.90, 2.90, 0.00, nan, 0.00, 2.53
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 8.07, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.54
2.90, 2.90, 0.00, nan, 0.00, 2.46
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.47
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 2.53
2.90, 2.90, 0.00, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, -13.45, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.49
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.51
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.55
2.90, 2.90, 0.00, nan, 0.00, 2.46
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.46
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.52
2.90, 2.90, 0.00, nan, 0.00, 2.48
2.90, 2.90, 0.00, nan, 0.00, 2.50
