time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s] 
  0.499958,-0.09204,0.00307,-0.120,-0901.15,nan,nan,nan
  0.500991,-0.09204,0.00460,-0.048,-1188.98,nan,nan,nan
  0.502015,-0.09204,0.00460,00.000,-1232.02,nan,nan,nan
  0.503097,0.03221,0.00307,00.096,-1035.65,nan,nan,nan
  0.504265,0.03221,0.00153,00.144,-0637.53,nan,nan,nan
  0.505534,0.03221,0.00000,00.192,00056.49,nan,nan,nan
  0.506946,0.03221,-0.00153,00.240,00435.78,nan,nan,nan
  0.508056,0.01381,-0.00460,00.312,00446.54,nan,nan,nan
  0.509266,0.01381,-0.00460,00.336,00371.22,nan,nan,nan
  0.510568,0.01381,-0.00614,00.360,00190.99,nan,nan,nan
  0.512025,0.01381,-0.00614,00.408,00139.88,nan,nan,nan
  0.512969,0.03682,-0.00614,00.432,00112.98,nan,nan,nan
  0.514293,0.03682,-0.00614,00.504,00204.44,nan,nan,nan
  0.515506,0.03682,-0.00614,00.528,00271.69,nan,nan,nan
  0.516782,0.03682,-0.00614,00.552,00287.83,nan,nan,nan
  0.518037,0.08897,-0.00460,00.600,00282.45,nan,nan,nan
  0.519463,0.08897,-0.00307,00.647,00473.44,nan,nan,nan
  0.520515,0.08897,-0.00153,00.671,00572.97,nan,nan,nan
  0.522016,0.08897,0.00153,00.719,00529.93,nan,nan,nan
  0.523144,0.08897,0.00460,00.743,00414.26,nan,nan,nan
  0.524259,0.08897,0.00614,00.767,00333.56,nan,nan,nan
  0.528146,0.05216,0.01687,00.767,00096.84,nan,nan,nan
  0.529572,0.05216,0.01994,00.743,-0094.15,nan,nan,nan
  0.531903,0.05216,0.02454,00.743,-0277.07,nan,nan,nan
  0.533224,-0.02301,0.02761,00.719,-0277.07,nan,nan,nan
  0.534493,-0.02301,0.03068,00.719,-0398.12,nan,nan,nan
  0.536024,-0.02301,0.03375,00.719,-0793.55,nan,nan,nan
  0.537099,-0.02301,0.03682,00.743,-0793.55,nan,nan,nan
  0.538218,0.06596,0.03835,00.767,-0707.47,nan,nan,nan
  0.539483,0.06596,0.03835,00.791,-0470.75,nan,nan,nan
  0.540738,0.06596,0.03835,00.815,00096.84,nan,nan,nan
  0.542154,0.06596,0.03835,00.863,00169.47,nan,nan,nan
  0.543226,-0.09664,0.03835,00.887,00134.50,nan,nan,nan
  0.544474,-0.09664,0.03835,00.911,-0231.34,nan,nan,nan
  0.545730,-0.09664,0.03682,00.935,-1110.97,nan,nan,nan
  0.546989,-0.09664,0.03528,00.959,-1183.60,nan,nan,nan
  0.548233,0.03682,0.03221,01.007,-0995.30,nan,nan,nan
  0.549467,0.03682,0.03221,01.007,-0559.52,nan,nan,nan
  0.550742,0.03682,0.02915,01.031,00349.70,nan,nan,nan
  0.552021,0.03682,0.02761,01.031,00521.86,nan,nan,nan
  0.553225,0.05062,0.02608,01.031,00508.41,nan,nan,nan
  0.554489,0.05062,0.02454,01.007,00484.20,nan,nan,nan
  0.558402,0.06443,0.01841,00.935,00349.70,nan,nan,nan
  0.559744,0.06443,0.01687,00.887,00347.01,nan,nan,nan
  0.561021,0.06443,0.01687,00.839,00368.53,nan,nan,nan
  0.562888,0.06443,0.01687,00.767,00317.42,nan,nan,nan
  0.565348,-0.04755,0.01994,00.600,00312.04,nan,nan,nan
  0.566875,-0.04755,0.02148,00.552,-0217.89,nan,nan,nan
  0.568091,-0.06903,0.02301,00.456,-0650.98,nan,nan,nan
  0.569172,-0.06903,0.02608,00.408,-0704.78,nan,nan,nan
  0.570448,-0.06903,0.02608,00.384,-0747.82,nan,nan,nan
  0.572149,-0.06903,0.02608,00.288,-0640.22,nan,nan,nan
  0.573020,-0.04602,0.02608,00.288,-0616.01,nan,nan,nan
  0.576213,-0.04602,0.01994,00.144,-0384.67,nan,nan,nan
  0.577744,-0.04602,0.01534,00.096,-0333.56,nan,nan,nan
  0.581950,-0.05983,0.00153,-0.048,-0072.63,nan,nan,nan
  0.583276,-0.04295,-0.00307,-0.144,-0034.97,nan,nan,nan
  0.584545,-0.04295,-0.00614,-0.192,00026.90,nan,nan,nan
  0.586235,-0.04295,-0.00920,-0.288,00228.65,nan,nan,nan
  0.587112,-0.04295,-0.01074,-0.312,00255.55,nan,nan,nan
  0.588267,-0.04295,-0.01227,-0.360,00258.24,nan,nan,nan
  0.589734,-0.04295,-0.01381,-0.408,00231.34,nan,nan,nan
  0.591016,-0.04295,-0.01381,-0.432,00209.82,nan,nan,nan
  0.594123,-0.04295,-0.01381,-0.552,00110.29,nan,nan,nan
  0.598265,-0.06750,-0.01841,-0.647,00021.52,nan,nan,nan
  0.599661,-0.01381,-0.01994,-0.695,-0102.22,nan,nan,nan
  0.600980,-0.01381,-0.02148,-0.719,-0067.25,nan,nan,nan
  0.602093,-0.01381,-0.02454,-0.815,00279.76,nan,nan,nan
  0.604476,0.05216,-0.02608,-0.863,00279.76,nan,nan,nan
  0.606048,0.05216,-0.02915,-0.935,00675.19,nan,nan,nan
  0.608009,-0.07670,-0.03068,-1.031,00645.60,nan,nan,nan
  0.609086,-0.07670,-0.02915,-1.055,00325.49,nan,nan,nan
  0.609923,-0.07670,-0.03068,-1.055,-0016.14,nan,nan,nan
  0.611054,-0.07670,-0.02915,-1.079,-0416.95,nan,nan,nan
  0.612465,-0.07670,-0.02915,-1.103,-0484.20,nan,nan,nan
  0.614031,-0.06443,-0.02915,-1.103,-0376.60,nan,nan,nan
  0.615374,-0.06443,-0.02608,-1.103,-0239.41,nan,nan,nan
  0.616112,-0.06443,-0.02608,-1.079,-0158.71,nan,nan,nan
  0.617574,-0.06443,-0.02454,-1.031,-0110.29,nan,nan,nan
  0.620189,-0.04142,-0.02608,-0.983,-0139.88,nan,nan,nan
  0.621510,-0.04142,-0.02608,-0.959,-0139.88,nan,nan,nan
  0.625814,0.04755,-0.03375,-0.839,-0021.52,nan,nan,nan
  0.627127,0.04755,-0.03682,-0.815,00400.81,nan,nan,nan
  0.628370,0.02148,-0.03835,-0.815,00691.33,nan,nan,nan
  0.629626,0.02148,-0.03988,-0.791,00653.67,nan,nan,nan
  0.630916,0.02148,-0.03988,-0.791,00538.00,nan,nan,nan
  0.632125,0.02148,-0.03988,-0.767,00497.65,nan,nan,nan
  0.633378,0.08897,-0.03835,-0.767,00508.41,nan,nan,nan
